name	logFC	Pval	logPval	FDR	avgCTRL	avgTRT
ALDH2	-1.21824708372	5e-5	4.301029995663981	2.54479e-4	39.2939	16.8887
ALDH6A1	-0.468138788381	3.5e-4	3.4559319556497243	0.00148216	2.8717800000000002	2.076
ALG10B	-0.370342404024	7e-4	3.154901959985743	0.00272449	1.56713	1.21233
ALG14	-0.70519038503	5e-5	4.301029995663981	2.54479e-4	9.56237	5.86519
ALG2	-0.879012895864	5e-5	4.301029995663981	2.54479e-4	17.9326	9.75066
ALG5	-0.466888897849	5e-5	4.301029995663981	2.54479e-4	42.337	30.6318
ALG9	-0.322377904169	0.00145	2.838631997765025	0.00512418	5.07642	4.05987
ALKBH3	-0.612339738261	5e-5	4.301029995663981	2.54479e-4	29.0703	19.0159
ALKBH7	-0.926632733203	5e-5	4.301029995663981	2.54479e-4	35.2485	18.5437
ALOX12	-1.73738937872	5e-5	4.301029995663981	2.54479e-4	1.8159	0.54461
ALOX5	-0.662369037202	3e-4	3.5228787452803374	0.00129577	1.35795	0.858007
ALPK1	-0.843835900318	5e-5	4.301029995663981	2.54479e-4	1.87027	1.04204
ALX4	-0.819627862166	5e-5	4.301029995663981	2.54479e-4	1.00093	0.567115
AMIGO3	-1.00220709476	1e-4	4	4.78506e-4	6.71825	3.35399
ANAPC13	-0.361945235818	4.5e-4	3.3467874862246565	0.00184587	59.3586	46.1878
ANAPC16	-0.909525843189	5e-5	4.301029995663981	2.54479e-4	62.6251	33.3391
ANKEF1	-0.5423944116	1e-4	4	4.78506e-4	1.63864	1.12514
ANKH	-0.607104731424	1e-4	4	4.78506e-4	1.84004	1.20801
ANKMY2	-0.295403112241	9e-4	3.0457574905606752	0.00337628	37.9006	30.8831
ANKRD11	-0.554289722449	5e-5	4.301029995663981	2.54479e-4	36.2289	24.6716
ANKRD13A	-0.288604195209	9e-4	3.0457574905606752	0.00337628	30.4722	24.9474
ANKRD18DP	-0.702960965082	5e-5	4.301029995663981	2.54479e-4	2.31878	1.42445
ANKRD27	-0.364598902244	5e-5	4.301029995663981	2.54479e-4	25.1398	19.5257
ANKRD36BP1	-0.412183415258	3e-4	3.5228787452803374	0.00129577	5.68276	4.27051
ANKRD46	-0.464249930603	5e-5	4.301029995663981	2.54479e-4	5.53014	4.00851
ANP32B	-0.60185113637	5e-5	4.301029995663981	2.54479e-4	591.078	389.466
ANP32E	-0.277324180326	0.00135	2.869666231504994	0.00482786	61.2397	50.5301
ANTXR2	-0.503252876	5e-5	4.301029995663981	2.54479e-4	34.0536	24.0253
ANXA1	-1.10534142132	5e-5	4.301029995663981	2.54479e-4	751.359	349.226
ANXA11	-0.388921019386	5e-5	4.301029995663981	2.54479e-4	120.517	92.0389
ANXA3	-2.33046452792	5e-5	4.301029995663981	2.54479e-4	22.3577	4.4451599999999996
AP1S2	-0.392852576572	1.5e-4	3.8239087409443187	6.94213e-4	13.4312	10.2295
AP4S1	-0.712358787731	0.0031	2.5086383061657274	0.00998809	4.42457	2.70041
APBB3	-1.01670426235	0.00255	2.593459819566045	0.00841688	10.0176	4.95114
APOBR	-0.400448243664	1e-4	4	4.78506e-4	3.8155	2.89071
APOPT1	-0.341881392121	0.001	3	0.0037115	22.1017	17.4385
ARCN1	-0.308754671846	4e-4	3.3979400086720375	0.00166802	57.547	46.4599
ARF1	-0.305655426371	5e-4	3.3010299956639813	0.00202581	375.445	303.763
ARF5	-0.589398128461	5e-5	4.301029995663981	2.54479e-4	196.917	130.875
ARFGAP2	-0.444046781729	5e-5	4.301029995663981	2.54479e-4	55.6407	40.8998
ARFGAP3	-0.413691680504	5e-5	4.301029995663981	2.54479e-4	15.9651	11.985
ARG2	-1.27196999013	5e-5	4.301029995663981	2.54479e-4	34.6844	14.3626
ARHGAP19	-0.489592348896	5e-5	4.301029995663981	2.54479e-4	15.8715	11.3041
ARHGAP28	-0.604034639529	5e-5	4.301029995663981	2.54479e-4	2.37535	1.56277
ARHGAP33	-0.435210089548	5e-5	4.301029995663981	2.54479e-4	5.1455	3.80554
ARHGAP4	-0.3595546385	5e-5	4.301029995663981	2.54479e-4	21.7734	16.9703
ARHGEF2	-0.513453232378	5e-5	4.301029995663981	2.54479e-4	60.0615	42.0757
ARL15	-0.292453311586	0.00165	2.7825160557860937	0.00572304	33.5227	27.3717
ARL2BP	-0.293218277123	0.0021	2.677780705266081	0.00708616	28.1127	22.9422
ARL5A	-0.409094175066	5e-5	4.301029995663981	2.54479e-4	47.3261	35.6411
ARL8B	-0.256090432593	0.003	2.5228787452803374	0.00969825	79.879	66.887
ARMCX3	-0.321298094236	7e-4	3.154901959985743	0.00272449	11.2185	8.97872
ARMCX6	-0.500152093911	5e-5	4.301029995663981	2.54479e-4	22.8974	16.1892
ARPC1A	-0.511334049278	5e-5	4.301029995663981	2.54479e-4	84.9626	59.6075
ARRDC4	-0.626769528076	5e-5	4.301029995663981	2.54479e-4	19.2017	12.4355
ASAH1	-0.280471462591	0.00225	2.6478174818886377	0.00752557	32.1483	26.4684
ASCC1	-0.7272766105	5e-5	4.301029995663981	2.54479e-4	31.9656	19.3086
ASH2L	-0.462938300874	5e-5	4.301029995663981	2.54479e-4	105.249	76.3589
ASL	-0.31433363472	8.5e-4	3.070581074285707	0.00322143	34.0141	27.3549
ASNS	-2.25167103002	5e-5	4.301029995663981	2.54479e-4	599.955	125.979
ASS1	-3.19948750064	5e-5	4.301029995663981	2.54479e-4	21.8719	2.38092
ATF4	-0.327872220935	3e-4	3.5228787452803374	0.00129577	315.747	251.559
ATF5	-2.84844688112	5e-5	4.301029995663981	2.54479e-4	421.613	58.5391
ATF6	-0.484388527362	5e-5	4.301029995663981	2.54479e-4	20.5291	14.6742
ATF6B	-0.598042930075	5e-5	4.301029995663981	2.54479e-4	71.989	47.5595
ATG13	-0.722233996269	5e-5	4.301029995663981	2.54479e-4	25.6151	15.5268
ATG4A	-0.51311515519	5e-5	4.301029995663981	2.54479e-4	15.4989	10.8602
ATL3	-0.437668039339	5e-5	4.301029995663981	2.54479e-4	10.3256	7.62367
ATP2A3	-1.74603457555	5e-5	4.301029995663981	2.54479e-4	122.292	36.4577
ATP5D	-0.377304689895	5e-5	4.301029995663981	2.54479e-4	193.564	149.02
ATP5G1	-0.327716725014	3e-4	3.5228787452803374	0.00129577	223.82	178.339
ATP6AP2	-0.420606506801	5e-5	4.301029995663981	2.54479e-4	42.8444	32.0095
ATP6V1E2	-0.592858052602	1e-4	4	4.78506e-4	2.05851	1.36485
ATP6V1G1	-0.393472539077	5e-5	4.301029995663981	2.54479e-4	90.828	69.1469
ATP6V1H	-0.413920653714	5e-5	4.301029995663981	2.54479e-4	21.9514	16.4763
AVL9	-0.384861238277	5e-5	4.301029995663981	2.54479e-4	19.9588	15.2855
AZU1	-0.979812989323	0.00125	2.9030899869919438	0.00452305	1.86134	0.943784
B3GNTL1	-0.443297211686	1e-4	4	4.78506e-4	7.54649	5.55008
B4GALT1	-0.414678170635	5e-5	4.301029995663981	2.54479e-4	15.255	11.4441
BAIAP2L1	-0.497370684151	5e-5	4.301029995663981	2.54479e-4	13.8698	9.82532
BBC3	-0.967408973014	5e-5	4.301029995663981	2.54479e-4	30.139	15.4138
BBIP1	-0.901124626079	5e-5	4.301029995663981	2.54479e-4	10.455	5.59833
BBS1	-0.761401383265	5e-5	4.301029995663981	2.54479e-4	5.50026	3.24473
BBS4	-0.438025077635	5e-5	4.301029995663981	2.54479e-4	24.52	18.0993
BCAP29	-0.331536045261	1.5e-4	3.8239087409443187	6.94213e-4	23.22	18.4527
BCAS3	-1.78495748733	5e-5	4.301029995663981	2.54479e-4	3.84383	1.11542
BCAT1	-0.837590071263	5e-5	4.301029995663981	2.54479e-4	36.1017	20.2017
BCKDHA	-0.81038705771	5e-5	4.301029995663981	2.54479e-4	37.2468	21.2392
BCL7A	-0.570147673408	5e-5	4.301029995663981	2.54479e-4	12.6398	8.51351
BCL7C	-0.444163676087	5e-5	4.301029995663981	2.54479e-4	76.8343	56.474
BCL9	-0.630249415411	5e-5	4.301029995663981	2.54479e-4	2.43197	1.57121
BCLAF1	-0.387938076794	5e-5	4.301029995663981	2.54479e-4	64.3658	49.1897
BCOR	-0.480865817867	5e-5	4.301029995663981	2.54479e-4	63.1432	45.2451
BDH2	-0.53356886554	5e-5	4.301029995663981	2.54479e-4	3.09206	2.13613
BECN1	-0.312097878781	6e-4	3.2218487496163566	0.00237728	34.6604	27.9179
BET1	-0.82290616277	5e-5	4.301029995663981	2.54479e-4	15.941	9.01148
BEX2	-2.8914982883399998	5e-5	4.301029995663981	2.54479e-4	75.6555	10.1956
BEX4	-0.520329962368	5e-5	4.301029995663981	2.54479e-4	246.014	171.524
BEX5	-2.12725159246	5e-5	4.301029995663981	2.54479e-4	3.5653	0.816074
BHLHA15	-1.56459915563	5e-5	4.301029995663981	2.54479e-4	3.04329	1.02885
BHMG1	-0.880996078922	5e-5	4.301029995663981	2.54479e-4	1.77329	0.962883
BLOC1S1	-0.303331500223	0.00165	2.7825160557860937	0.00572304	89.9441	72.8888
BLOC1S3	-0.634096560877	5e-5	4.301029995663981	2.54479e-4	9.1764	5.91276
BRCA1	-0.639348343396	5e-5	4.301029995663981	2.54479e-4	27.3667	17.5695
BRCC3	-0.341430970422	4.5e-4	3.3467874862246565	0.00184587	10.675	8.42533
BRD4	-0.327194341096	1e-4	4	4.78506e-4	29.778	23.7356
BRD7	-0.287717228061	0.00125	2.9030899869919438	0.00452305	50.7354	41.5623
BRE	-0.360914029021	4e-4	3.3979400086720375	0.00166802	20.3114	15.8159
BRSK1	-0.851458482385	5e-5	4.301029995663981	2.54479e-4	5.41622	3.0018
BRWD1	-0.402050817382	0.0031	2.5086383061657274	0.00998809	18.3913	13.9182
BTF3	-0.333473894034	2.5e-4	3.6020599913279625	0.00110334	892.203	708.073
BTF3L4	-0.65203214016	5e-5	4.301029995663981	2.54479e-4	26.3654	16.7785
BTK	-0.474224360897	5e-5	4.301029995663981	2.54479e-4	35.3526	25.4487
C10orf32	-0.443158862912	1e-4	4	4.78506e-4	10.0196	7.36964
C10orf35	-0.804409524481	5e-5	4.301029995663981	2.54479e-4	6.17269	3.53446
C10orf54	-1.67444002268	5e-5	4.301029995663981	2.54479e-4	6.34452	1.98766
C11orf1	-0.552829525904	5e-5	4.301029995663981	2.54479e-4	26.9394	18.3641
C11orf24	-0.662399358798	5e-5	4.301029995663981	2.54479e-4	68.361	43.1923
C11orf54	-0.725146554919	5e-5	4.301029995663981	2.54479e-4	12.4747	7.54639
C11orf65	-1.15877156318	6e-4	3.2218487496163566	0.00237728	1.42267	0.637205
C11orf74	-0.675885028131	5e-5	4.301029995663981	2.54479e-4	17.4294	10.9099
C12orf57	-0.472252853654	5e-5	4.301029995663981	2.54479e-4	75.9921	54.778
C14orf166	-0.256534907443	0.0031	2.5086383061657274	0.00998809	133.281	111.569
C16orf58	-0.374739926824	5e-5	4.301029995663981	2.54479e-4	41.9557	32.3581
C17orf51	-0.507432517713	5e-5	4.301029995663981	2.54479e-4	1.56539	1.10121
C17orf75	-0.335814001355	8e-4	3.0969100130080562	0.00305499	6.49533	5.14649
C1R	-0.91764575908	5e-5	4.301029995663981	2.54479e-4	1.48542	0.78634
C22orf34	-0.329757298756	0.00125	2.9030899869919438	0.00452305	12.934	10.2912
C2CD2L	-0.31467926568	5e-4	3.3010299956639813	0.00202581	17.1873	13.8191
C2orf48	-0.411453358771	3.5e-4	3.4559319556497243	0.00148216	5.09228	3.82871
C3orf33	-0.503000159157	5e-5	4.301029995663981	2.54479e-4	6.39216	4.51055
C3orf62	-0.484543609241	5e-5	4.301029995663981	2.54479e-4	3.13527	2.24085
C4orf27	-0.35246952758	2.5e-4	3.6020599913279625	0.00110334	35.1646	27.5424
C4orf32	-0.427081665244	5e-5	4.301029995663981	2.54479e-4	14.5905	10.8519
C4orf33	-0.767240819839	5e-5	4.301029995663981	2.54479e-4	25.0114	14.6952
C5orf28	-0.379541413838	3.5e-4	3.4559319556497243	0.00148216	7.71924	5.93364
C6orf1	-0.398302969576	1e-4	4	4.78506e-4	34.2218	25.9658
C6orf48	-0.653191665163	5e-5	4.301029995663981	2.54479e-4	566.592	360.28
C6orf52	-1.67542989322	5e-5	4.301029995663981	2.54479e-4	12.9123	4.04249
C7orf50	-0.301212510647	0.0012	2.9208187539523753	0.00436604	68.8192	55.8516
C7orf60	-0.400917008399	0.00135	2.869666231504994	0.00482786	1.82093	1.37913
C7orf73	-0.407699308302	5e-5	4.301029995663981	2.54479e-4	67.0209	50.522
C8orf22	-0.639169701908	5e-5	4.301029995663981	2.54479e-4	4.98489	3.20071
C8orf33	-0.331119809861	2.5e-4	3.6020599913279625	0.00110334	40.5923	32.2676
C8orf58	-0.344635138724	0.00155	2.8096683018297086	0.00543171	5.13076	4.04051
C8orf88	-0.613788230192	5e-5	4.301029995663981	2.54479e-4	48.1696	31.4778
C9orf85	-0.638108403097	5e-5	4.301029995663981	2.54479e-4	7.76066	4.98665
C9orf91	-0.937554699692	5e-5	4.301029995663981	2.54479e-4	12.3131	6.42888
CA11	-0.413718714735	2e-4	3.6989700043360187	9.03309e-4	6.01402	4.51464
CALB1	-0.290583427027	0.00215	2.6675615400843946	0.00722188	20.283	16.5828
CALCOCO1	-0.730460930672	5e-5	4.301029995663981	2.54479e-4	9.17265	5.52846
CALCOCO2	-1.08798438589	5e-5	4.301029995663981	2.54479e-4	39.9096	18.7742
CALM2	-0.274219138764	0.0011	2.958607314841775	0.00403848	459.503	379.962
CAMLG	-0.545376260945	5e-5	4.301029995663981	2.54479e-4	18.3921	12.6025
CANX	-0.784166185011	5e-5	4.301029995663981	2.54479e-4	302.674	175.759
CAP1	-0.477154580614	5e-5	4.301029995663981	2.54479e-4	214.352	153.989
CAPNS1	-0.509883372289	5e-5	4.301029995663981	2.54479e-4	251.447	176.586
CARD9	-0.716245261597	5e-5	4.301029995663981	2.54479e-4	22.3745	13.6189
CARS	-1.07867063438	5e-5	4.301029995663981	2.54479e-4	88.9369	42.1085
CASP7	-0.42075987609	4.5e-4	3.3467874862246565	0.00184587	3.70923	2.77091
CBR4	-0.965838865722	5e-5	4.301029995663981	2.54479e-4	12.1012	6.19558
CBS	-0.807141936304	5e-5	4.301029995663981	2.54479e-4	220.128	125.806
CBX4	-0.513467733544	5e-5	4.301029995663981	2.54479e-4	34.8884	24.4406
CBX7	-0.475850371015	5e-5	4.301029995663981	2.54479e-4	2.45016	1.76177
CBY1	-0.573389082875	5e-5	4.301029995663981	2.54479e-4	6.37482	4.28411
CCDC113	-1.22517794258	5e-5	4.301029995663981	2.54479e-4	1.81	0.774218
CCDC115	-0.91474428455	5e-5	4.301029995663981	2.54479e-4	52.4708	27.8325
CCDC144B	-2.99595806719	5e-5	4.301029995663981	2.54479e-4	1.68236	0.210885
CCDC144NL-AS1	-0.358877844975	3e-4	3.5228787452803374	0.00129577	21.7251	16.9406
CCDC159	-1.0206565941	5e-5	4.301029995663981	2.54479e-4	3.71341	1.83031
CCDC163P	-0.80435530241	5e-5	4.301029995663981	2.54479e-4	6.70241	3.83792
CCDC167	-0.76779609072	5e-5	4.301029995663981	2.54479e-4	31.8666	18.7157
CCDC22	-0.466942472564	5e-5	4.301029995663981	2.54479e-4	11.7576	8.50658
CCDC26	-1.04150241778	5e-5	4.301029995663981	2.54479e-4	40.2434	19.5511
CCDC28A	-1.01312237114	5e-5	4.301029995663981	2.54479e-4	22.8174	11.3054
CCDC47	-0.310799612172	3e-4	3.5228787452803374	0.00129577	87.3119	70.3904
CCDC53	-0.586172869032	5e-5	4.301029995663981	2.54479e-4	19.1984	12.7882
CCDC57	-0.460321868512	5e-5	4.301029995663981	2.54479e-4	5.39202	3.91905
CCDC67	-1.40270092268	5e-5	4.301029995663981	2.54479e-4	11.9139	4.50608
CCDC90B	-0.516986380327	5e-5	4.301029995663981	2.54479e-4	13.6249	9.52149
CCDC97	-0.709270531644	5e-5	4.301029995663981	2.54479e-4	11.7006	7.15643
CCM2	-0.346276910458	5e-4	3.3010299956639813	0.00202581	22.7463	17.8925
CCNB1IP1	-0.658483265871	5e-5	4.301029995663981	2.54479e-4	84.9982	53.8501
CCND2	-0.341797832494	4e-4	3.3979400086720375	0.00166802	7.65175	6.03767
CCNDBP1	-0.367825990732	1e-4	4	4.78506e-4	25.4916	19.7547
CCPG1	-1.94258280177	5e-5	4.301029995663981	2.54479e-4	90.2413	23.4763
CCRL2	-0.396535289686	6e-4	3.2218487496163566	0.00237728	5.56634	4.22864
CCT6P1	-0.478049855575	4e-4	3.3979400086720375	0.00166802	7.0478	5.05995
CCZ1	-0.488696466501	5e-5	4.301029995663981	2.54479e-4	15.4609	11.0185
CCZ1B	-0.353023807173	8.5e-4	3.070581074285707	0.00322143	6.09803	4.7744
CD55	-0.740486192951	5e-5	4.301029995663981	2.54479e-4	73.6602	44.0884
CD80	-0.435724856565	0.0016	2.795880017344075	0.00556961	1.95663	1.44658
CD99L2	-0.495550858758	5e-5	4.301029995663981	2.54479e-4	14.2259	10.0903
CDC16	-0.355708481831	2e-4	3.6989700043360187	9.03309e-4	47.7017	37.2782
CDC42EP1	-0.392194017492	5e-5	4.301029995663981	2.54479e-4	63.5655	48.435
CDC45	-0.50435551306	5e-5	4.301029995663981	2.54479e-4	261.073	184.05
CDC6	-0.3302992719	1e-4	4	4.78506e-4	79.5329	63.2582
CDCA4	-0.296061949073	0.0018	2.744727494896694	0.006192	30.8763	25.1479
CDK2AP2	-1.11505792509	5e-5	4.301029995663981	2.54479e-4	51.7763	23.9037
CDK5RAP3	-0.530068551112	5e-5	4.301029995663981	2.54479e-4	51.6209	35.7486
CDK7	-0.326448949283	4e-4	3.3979400086720375	0.00166802	41.4947	33.0919
CDKN1C	-0.44423535469	1.5e-4	3.8239087409443187	6.94213e-4	7.28226	5.35227
CDKN2AIPNL	-0.313371719441	6.5e-4	3.1870866433571443	0.00255283	45.5749	36.6768
CDKN2D	-0.634949436374	5e-5	4.301029995663981	2.54479e-4	7.10837	4.57753
CDNF	-1.64311047129	5e-5	4.301029995663981	2.54479e-4	1.93172	0.61847
CDPF1	-0.658384627527	5e-5	4.301029995663981	2.54479e-4	6.90451	4.37461
CDR2	-0.412276103287	5e-5	4.301029995663981	2.54479e-4	15.067	11.3219
CDT1	-0.354697861158	5e-5	4.301029995663981	2.54479e-4	77.594	60.6811
CEBPG	-0.502619829265	5e-5	4.301029995663981	2.54479e-4	37.7325	26.6325
CENPBD1P1	-0.437186116038	5e-5	4.301029995663981	2.54479e-4	11.4075	8.42528
CENPH	-0.558457234096	5e-5	4.301029995663981	2.54479e-4	127.045	86.2671
CENPJ	-0.537553134847	5e-5	4.301029995663981	2.54479e-4	14.1652	9.75895
CENPU	-0.475492403055	5e-5	4.301029995663981	2.54479e-4	85.1286	61.2263
CEP120	-0.351781028937	3.5e-4	3.4559319556497243	0.00148216	8.13055	6.37123
CEP162	-0.334803717447	0.0016	2.795880017344075	0.00556961	2.89308	2.2939
CEP164	-0.751018770204	5e-5	4.301029995663981	2.54479e-4	9.80025	5.82315
CEP41	-0.876581363307	5e-5	4.301029995663981	2.54479e-4	1.42342	0.775275
CFD	-1.37725648391	5e-5	4.301029995663981	2.54479e-4	24.3803	9.3852
CFDP1	-0.318867300927	0.001	3	0.0037115	33.9716	27.235
CHCHD2	-0.376296790251	5e-5	4.301029995663981	2.54479e-4	1047.98	807.377
CHCHD5	-0.503756849585	5e-5	4.301029995663981	2.54479e-4	46.3587	32.6953
CHMP2A	-0.317649883155	4e-4	3.3979400086720375	0.00166802	99.4585	79.8031
CHMP2B	-0.421890402373	5e-5	4.301029995663981	2.54479e-4	10.0194	7.47894
CHMP3	-0.782417659172	5e-5	4.301029995663981	2.54479e-4	25.3822	14.757
CHMP4A	-0.554972570188	5e-5	4.301029995663981	2.54479e-4	27.403	18.6524
CHMP4C	-0.75585435938	5e-5	4.301029995663981	2.54479e-4	10.1071	5.98538
CHP1	-0.268710876453	0.0026	2.5850266520291822	0.00856615	36.0488	29.9227
CHPF	-0.638921935296	5e-5	4.301029995663981	2.54479e-4	26.078	16.7471
CHPT1	-0.313392917013	5e-4	3.3010299956639813	0.00202581	99.9508	80.4351
CHRNB1	-0.734822055674	5e-5	4.301029995663981	2.54479e-4	3.7102	2.22943
CIR1	-0.501271108119	5e-5	4.301029995663981	2.54479e-4	36.8273	26.0179
CIRBP	-0.428200860093	5e-5	4.301029995663981	2.54479e-4	205.777	152.931
CKS1B	-0.420687089264	5e-5	4.301029995663981	2.54479e-4	318.379	237.851
CLCN3	-0.343858698657	1e-4	4	4.78506e-4	34.7868	27.4096
CLDN7	-0.986806109222	0.00145	2.838631997765025	0.00512418	5.11796	2.58249
CLGN	-1.48894284734	5e-5	4.301029995663981	2.54479e-4	5.46145	1.94577
CLIC4	-0.790208858337	5e-5	4.301029995663981	2.54479e-4	54.1104	31.2899
CLIP1	-0.745676931489	5e-5	4.301029995663981	2.54479e-4	22.8016	13.5986
CLPP	-0.331077285487	3.5e-4	3.4559319556497243	0.00148216	74.1339	58.9322
CMC1	-0.536627446754	5e-5	4.301029995663981	2.54479e-4	74.0897	51.076
CMPK2	-0.722433696286	5e-5	4.301029995663981	2.54479e-4	12.3391	7.47841
CMSS1	-0.365493453917	2.5e-4	3.6020599913279625	0.00110334	64.7074	50.2261
CMTM3	-0.306084563752	0.001	3	0.0037115	42.9548	34.7433
CNIH1	-0.579804966879	5e-5	4.301029995663981	2.54479e-4	51.4474	34.4211
CNIH4	-0.432128727806	5e-5	4.301029995663981	2.54479e-4	38.9097	28.8386
CNPPD1	-0.462170570676	5e-5	4.301029995663981	2.54479e-4	35.5223	25.7854
CNTRL	-0.334263181321	2.5e-4	3.6020599913279625	0.00110334	11.3084	8.9697
COA5	-0.318414567041	0.0015	2.8239087409443187	0.00527859	18.3525	14.7178
COCH	-0.441940784481	5e-5	4.301029995663981	2.54479e-4	30.2244	22.2495
COG3	-0.760342636069	5e-5	4.301029995663981	2.54479e-4	8.3711	4.94193
COG4	-0.340419289276	2.5e-4	3.6020599913279625	0.00110334	35.6999	28.1962
COL15A1	-1.29904640697	5e-5	4.301029995663981	2.54479e-4	4.08524	1.66022
COL6A3	-1.70124910823	5e-5	4.301029995663981	2.54479e-4	4.89419	1.50506
COLGALT2	-1.8338861033	5e-5	4.301029995663981	2.54479e-4	48.6364	13.6429
COMMD3	-0.568815769767	8.5e-4	3.070581074285707	0.00322143	104.03	70.1339
COMMD5	-0.333968001643	0.00175	2.7569619513137056	0.0060382	17.784300000000002	14.1092
COMMD6	-0.32209856739	0.00215	2.6675615400843946	0.00722188	13.1183	10.4934
COMMD7	-0.427407339531	5e-5	4.301029995663981	2.54479e-4	39.0553	29.0414
