name	avgCONTROL	avgTRT	logFC	Pval	logPval	FDR
ACHE	2.53899	4.36468	0.781621172557	5e-5	4.301029995663981	2.54479e-4
ACOT13	20.5779	14.5659	-0.498500915252	0.0031	2.5086383061657274	0.00998809
ACOX3	3.62919	2.32524	-0.642267956718	5e-5	4.301029995663981	2.54479e-4
ACRBP	3.64662	5.08027	0.478345303731	1.5e-4	3.8239087409443187	6.94213e-4
ACSF2	1.12612	1.68563	0.581927325832	8e-4	3.0969100130080562	0.00305499
ACSL1	19.2859	14.2953	-0.432005576091	5e-5	4.301029995663981	2.54479e-4
ACSL3	42.6784	34.2506	-0.317376829644	7e-4	3.154901959985743	0.00272449
ACSL4	7.37209	11.2342	0.607751803333	5e-5	4.301029995663981	2.54479e-4
ACSM1	1.74921	0.309417	-2.49907913257	5e-5	4.301029995663981	2.54479e-4
ACSS2	23.7494	33.5935	0.500291047264	5e-5	4.301029995663981	2.54479e-4
ACTG1	881.343	717.975	-0.295769984676	5e-4	3.3010299956639813	0.00202581
ACTL8	2.29827	1.30423	-0.817349985064	5e-5	4.301029995663981	2.54479e-4
ACTR10	17.9939	14.2218	-0.339403837348	4.5e-4	3.3467874862246565	0.00184587
ACTR2	131.876	104.804	-0.331488253125	2e-4	3.6989700043360187	9.03309e-4
ACTR3	86.0268	68.6751	-0.324999067757	5e-5	4.301029995663981	2.54479e-4
ACTR3B	7.48474	10.5777	0.49900185713	5e-5	4.301029995663981	2.54479e-4
ACVR2B	4.63545	2.9873	-0.633867271766	5e-5	4.301029995663981	2.54479e-4
ACY1	57.9249	39.804	-0.541270230502	5e-5	4.301029995663981	2.54479e-4
ADAM17	22.0089	16.2519	-0.437478648826	5e-5	4.301029995663981	2.54479e-4
ADAM9	27.0621	16.8957	-0.679617672235	5e-5	4.301029995663981	2.54479e-4
ADAMTS14	5.99186	9.21846	0.621521844198	5e-5	4.301029995663981	2.54479e-4
ADAMTS3	6.6453	10.6068	0.674583234432	5e-5	4.301029995663981	2.54479e-4
ADAMTSL5	2.76595	4.07622	0.559456840957	5e-5	4.301029995663981	2.54479e-4
ADARB1	1.37677	5.69915	2.04945919818	5e-5	4.301029995663981	2.54479e-4
ADAT3	4.10078	8.23658	1.00614707707	6e-4	3.2218487496163566	0.00237728
ADCK2	11.3315	8.23257	-0.460924070674	5e-5	4.301029995663981	2.54479e-4
ADCK3	20.8757	15.3959	-0.439278368926	5e-5	4.301029995663981	2.54479e-4
ADCY3	11.3546	16.5463	0.543231761262	6.5e-4	3.1870866433571443	0.00255283
ADD2	19.2535	29.0753	0.594673347402	5e-5	4.301029995663981	2.54479e-4
ADGRD1	2.10614	1.5237	-0.467022459041	5e-5	4.301029995663981	2.54479e-4
ADGRE2	3.33641	4.27306	0.356972987176	0.00195	2.709965388637482	0.00664609
ADIPOR2	28.3878	36.5851	0.365985154957	5e-5	4.301029995663981	2.54479e-4
ADM2	5.76555	1.15924	-2.31427895759	5e-5	4.301029995663981	2.54479e-4
ADNP2	13.4354	17.0184	0.341056133099	1.5e-4	3.8239087409443187	6.94213e-4
ADPRM	3.90306	2.66447	-0.550757051365	1.5e-4	3.8239087409443187	6.94213e-4
ADRBK1	61.6205	46.6858	-0.400426583638	5e-5	4.301029995663981	2.54479e-4
ADRBK2	3.45622	2.35155	-0.555583044876	5e-5	4.301029995663981	2.54479e-4
ADTRP	9.7621	4.74548	-1.04063750872	5e-5	4.301029995663981	2.54479e-4
AFF1	12.435	16.3551	0.395334072964	5e-5	4.301029995663981	2.54479e-4
AGA	15.5222	6.30145	-1.30057730439	5e-5	4.301029995663981	2.54479e-4
AGAP11	4.51373	2.85235	-0.662169102965	5e-5	4.301029995663981	2.54479e-4
AGAP3	38.3576	49.4922	0.367688718446	5e-5	4.301029995663981	2.54479e-4
AGAP5	4.25141	3.12278	-0.445110462163	5e-5	4.301029995663981	2.54479e-4
AGAP6	14.0279	18.6783	0.413064103285	5e-5	4.301029995663981	2.54479e-4
AGBL5	38.4581	22.9279	-0.746183266517	5e-5	4.301029995663981	2.54479e-4
AGFG1	8.95522	10.8477	0.276588405513	0.0024	2.619788758288394	0.00796364
AGL	7.27704	9.40363	0.369866034248	5e-5	4.301029995663981	2.54479e-4
AGO1	9.29926	12.382	0.413056542717	5e-5	4.301029995663981	2.54479e-4
AGO4	7.08934	4.59874	-0.624412688332	5e-5	4.301029995663981	2.54479e-4
AGPAT4	2.38356	3.43596	0.527595299319	5e-5	4.301029995663981	2.54479e-4
AGPAT5	10.0319	8.29097	-0.274982067789	0.0027	2.5686362358410126	0.00884918
AGPAT9	12.857	7.57207	-0.763794396141	5e-5	4.301029995663981	2.54479e-4
AGPS	22.316	16.4793	-0.437423494801	5e-5	4.301029995663981	2.54479e-4
AGRN	19.3658	32.9592	0.767170124986	5e-5	4.301029995663981	2.54479e-4
AHCY	181.702	141.78	-0.357920264307	5e-5	4.301029995663981	2.54479e-4
AHDC1	5.12732	8.25199	0.686537132669	5e-5	4.301029995663981	2.54479e-4
AHI1	8.57739	11.266	0.393364752394	5e-5	4.301029995663981	2.54479e-4
AHNAK	15.2428	25.7891	0.758633485598	5e-5	4.301029995663981	2.54479e-4
AHSA1	54.178	71.2767	0.395723406951	5e-5	4.301029995663981	2.54479e-4
AHSP	16.6024	11.6871	-0.506474820415	2e-4	3.6989700043360187	9.03309e-4
AIFM1	85.1928	57.051	-0.57847933286	5e-5	4.301029995663981	2.54479e-4
AIM1L	1.53336	0.539765	-1.50629311435	5e-5	4.301029995663981	2.54479e-4
AK1	11.9656	14.8858	0.315044016864	0.0015	2.8239087409443187	0.00527859
AKAP7	1.3177	0.952615	-0.468056779324	0.00255	2.593459819566045	0.00841688
AKAP8L	52.3482	64.5537	0.302359857565	7e-4	3.154901959985743	0.00272449
AKIP1	25.9632	20.4254	-0.34610387683	5e-4	3.3010299956639813	0.00202581
AKIRIN1	69.9845	87.8468	0.32795430128	1.5e-4	3.8239087409443187	6.94213e-4
AKNA	17.346800000000002	2.54915	-2.76658137673	5e-5	4.301029995663981	2.54479e-4
AKR1A1	81.3726	50.0191	-0.702063988962	5e-5	4.301029995663981	2.54479e-4
AKR1B1	5.4673	3.53166	-0.630482082304	5e-5	4.301029995663981	2.54479e-4
AKR1C1	74.5696	94.5142	0.341943496208	5e-5	4.301029995663981	2.54479e-4
AKR1C3	5.31806	22.6775	2.09228964495	5e-5	4.301029995663981	2.54479e-4
ALAS2	21.681	57.301	1.40212901656	5e-5	4.301029995663981	2.54479e-4
ALDH1A1	19.7907	10.8774	-0.863488887921	5e-5	4.301029995663981	2.54479e-4
ALDH1L2	16.7632	2.92021	-2.52115355169	5e-5	4.301029995663981	2.54479e-4
ALDH2	39.2939	16.8887	-1.21824708372	5e-5	4.301029995663981	2.54479e-4
ALDH4A1	12.0143	16.5161	0.459120464862	5e-5	4.301029995663981	2.54479e-4
ALDH6A1	2.8717800000000002	2.076	-0.468138788381	3.5e-4	3.4559319556497243	0.00148216
ALDOC	34.9219	53.9101	0.626423531699	5e-5	4.301029995663981	2.54479e-4
ALG10B	1.56713	1.21233	-0.370342404024	7e-4	3.154901959985743	0.00272449
ALG14	9.56237	5.86519	-0.70519038503	5e-5	4.301029995663981	2.54479e-4
ALG2	17.9326	9.75066	-0.879012895864	5e-5	4.301029995663981	2.54479e-4
ALG5	42.337	30.6318	-0.466888897849	5e-5	4.301029995663981	2.54479e-4
ALG9	5.07642	4.05987	-0.322377904169	0.00145	2.838631997765025	0.00512418
ALKBH1	5.0533	6.44603	0.35118507157	0.00105	2.978810700930062	0.00387303
ALKBH3	29.0703	19.0159	-0.612339738261	5e-5	4.301029995663981	2.54479e-4
ALKBH5	22.6646	30.1076	0.409687009718	5e-5	4.301029995663981	2.54479e-4
ALKBH7	35.2485	18.5437	-0.926632733203	5e-5	4.301029995663981	2.54479e-4
ALKBH8	3.99832	5.06435	0.340983172854	0.00125	2.9030899869919438	0.00452305
ALOX12	1.8159	0.54461	-1.73738937872	5e-5	4.301029995663981	2.54479e-4
ALOX5	1.35795	0.858007	-0.662369037202	3e-4	3.5228787452803374	0.00129577
ALPK1	1.87027	1.04204	-0.843835900318	5e-5	4.301029995663981	2.54479e-4
ALX4	1.00093	0.567115	-0.819627862166	5e-5	4.301029995663981	2.54479e-4
AMD1	33.2196	43.8558	0.400732952232	5e-5	4.301029995663981	2.54479e-4
AMHR2	9.31563	15.8662	0.768231395423	5e-5	4.301029995663981	2.54479e-4
AMIGO2	1.50144	2.2308	0.571214352499	3e-4	3.5228787452803374	0.00129577
AMIGO3	6.71825	3.35399	-1.00220709476	1e-4	4	4.78506e-4
AMPD3	3.09279	4.41409	0.513207167427	5e-5	4.301029995663981	2.54479e-4
ANAPC1	15.6083	22.205	0.508571158597	5e-5	4.301029995663981	2.54479e-4
ANAPC13	59.3586	46.1878	-0.361945235818	4.5e-4	3.3467874862246565	0.00184587
ANAPC16	62.6251	33.3391	-0.909525843189	5e-5	4.301029995663981	2.54479e-4
ANK1	30.1774	39.2258	0.378334358217	5e-5	4.301029995663981	2.54479e-4
ANK3	2.47467	6.43925	1.3796565098	5e-5	4.301029995663981	2.54479e-4
ANKEF1	1.63864	1.12514	-0.5423944116	1e-4	4	4.78506e-4
ANKH	1.84004	1.20801	-0.607104731424	1e-4	4	4.78506e-4
ANKIB1	5.5425	7.27581	0.39257100395	5e-5	4.301029995663981	2.54479e-4
ANKLE1	1.44481	2.28492	0.661263870961	5e-5	4.301029995663981	2.54479e-4
ANKMY2	37.9006	30.8831	-0.295403112241	9e-4	3.0457574905606752	0.00337628
ANKRD10	24.9745	36.3351	0.54090808191	5e-5	4.301029995663981	2.54479e-4
ANKRD11	36.2289	24.6716	-0.554289722449	5e-5	4.301029995663981	2.54479e-4
ANKRD13A	30.4722	24.9474	-0.288604195209	9e-4	3.0457574905606752	0.00337628
ANKRD13B	3.29304	5.51094	0.742878383795	5e-5	4.301029995663981	2.54479e-4
ANKRD17	24.3745	31.1693	0.354753130474	5e-5	4.301029995663981	2.54479e-4
ANKRD18DP	2.31878	1.42445	-0.702960965082	5e-5	4.301029995663981	2.54479e-4
ANKRD20A12P	8.51243	11.7192	0.461231154305	5e-5	4.301029995663981	2.54479e-4
ANKRD27	25.1398	19.5257	-0.364598902244	5e-5	4.301029995663981	2.54479e-4
ANKRD32	5.17387	6.50672	0.33068666744	0.0011	2.958607314841775	0.00403848
ANKRD36BP1	5.68276	4.27051	-0.412183415258	3e-4	3.5228787452803374	0.00129577
ANKRD39	14.5518	18.2499	0.326690938961	0.00245	2.6108339156354674	0.00811668
ANKRD42	3.57897	4.59919	0.361835348319	0.00145	2.838631997765025	0.00512418
ANKRD46	5.53014	4.00851	-0.464249930603	5e-5	4.301029995663981	2.54479e-4
ANKRD50	3.44499	4.71798	0.453669507729	5e-5	4.301029995663981	2.54479e-4
ANKRD55	0.546733	1.02738	0.910061531906	5e-5	4.301029995663981	2.54479e-4
ANLN	20.7833	26.8522	0.369615547551	5e-5	4.301029995663981	2.54479e-4
ANP32B	591.078	389.466	-0.60185113637	5e-5	4.301029995663981	2.54479e-4
ANP32E	61.2397	50.5301	-0.277324180326	0.00135	2.869666231504994	0.00482786
ANTXR2	34.0536	24.0253	-0.503252876	5e-5	4.301029995663981	2.54479e-4
ANXA1	751.359	349.226	-1.10534142132	5e-5	4.301029995663981	2.54479e-4
ANXA11	120.517	92.0389	-0.388921019386	5e-5	4.301029995663981	2.54479e-4
ANXA3	22.3577	4.4451599999999996	-2.33046452792	5e-5	4.301029995663981	2.54479e-4
AOC2	0.526318	1.23924	1.23544897633	5e-5	4.301029995663981	2.54479e-4
AP1S2	13.4312	10.2295	-0.392852576572	1.5e-4	3.8239087409443187	6.94213e-4
AP4S1	4.42457	2.70041	-0.712358787731	0.0031	2.5086383061657274	0.00998809
AP5S1	5.53453	7.31151	0.401708581112	2e-4	3.6989700043360187	9.03309e-4
APAF1	2.52544	3.2532	0.365324752723	0.00115	2.939302159646388	0.00420361
APBB3	10.0176	4.95114	-1.01670426235	0.00255	2.593459819566045	0.00841688
APOA1BP	63.4808	94.9945	0.581523677105	5e-5	4.301029995663981	2.54479e-4
APOBR	3.8155	2.89071	-0.400448243664	1e-4	4	4.78506e-4
APOE	46.1107	77.0175	0.740084726525	5e-5	4.301029995663981	2.54479e-4
APOL4	2.45283	3.42452	0.481454538497	5e-5	4.301029995663981	2.54479e-4
APOPT1	22.1017	17.4385	-0.341881392121	0.001	3	0.0037115
AQP1	1.75257	2.42588	0.469036118462	8e-4	3.0969100130080562	0.00305499
AQP3	8.54461	24.5342	1.52170767957	5e-5	4.301029995663981	2.54479e-4
ARAP3	2.80904	4.44858	0.66326772879	5e-5	4.301029995663981	2.54479e-4
ARCN1	57.547	46.4599	-0.308754671846	4e-4	3.3979400086720375	0.00166802
AREG	0.260834	1.01538	1.96081590478	0.00125	2.9030899869919438	0.00452305
AREL1	7.99575	11.5553	0.531249445986	5e-5	4.301029995663981	2.54479e-4
ARF1	375.445	303.763	-0.305655426371	5e-4	3.3010299956639813	0.00202581
ARF5	196.917	130.875	-0.589398128461	5e-5	4.301029995663981	2.54479e-4
ARFGAP2	55.6407	40.8998	-0.444046781729	5e-5	4.301029995663981	2.54479e-4
ARFGAP3	15.9651	11.985	-0.413691680504	5e-5	4.301029995663981	2.54479e-4
ARG2	34.6844	14.3626	-1.27196999013	5e-5	4.301029995663981	2.54479e-4
ARHGAP11B	5.60534	7.65686	0.449950994505	4.5e-4	3.3467874862246565	0.00184587
ARHGAP17	11.9664	15.5772	0.380446738652	1e-4	4	4.78506e-4
ARHGAP19	15.8715	11.3041	-0.489592348896	5e-5	4.301029995663981	2.54479e-4
ARHGAP21	19.0719	29.8928	0.648349461336	5e-5	4.301029995663981	2.54479e-4
ARHGAP25	11.1923	17.8067	0.669913637577	5e-5	4.301029995663981	2.54479e-4
ARHGAP27	1.23052	1.63848	0.413089956295	0.00295	2.530177984021837	0.00955383
ARHGAP28	2.37535	1.56277	-0.604034639529	5e-5	4.301029995663981	2.54479e-4
ARHGAP33	5.1455	3.80554	-0.435210089548	5e-5	4.301029995663981	2.54479e-4
ARHGAP35	8.07277	9.77812	0.276493321947	0.0024	2.619788758288394	0.00796364
ARHGAP39	3.24345	4.19775	0.372087049598	4.5e-4	3.3467874862246565	0.00184587
ARHGAP4	21.7734	16.9703	-0.3595546385	5e-5	4.301029995663981	2.54479e-4
ARHGAP42	0.85224	1.25932	0.563313254923	1.5e-4	3.8239087409443187	6.94213e-4
ARHGAP5-AS1	0.88127200000000006	1.6159	0.874678646366	4.5e-4	3.3467874862246565	0.00184587
ARHGDIB	34.0971	42.4745	0.316947922945	8.5e-4	3.070581074285707	0.00322143
ARHGEF1	29.6986	36.3934	0.293281915547	8.5e-4	3.070581074285707	0.00322143
ARHGEF10	0.866539	1.97998	1.19214927075	5e-5	4.301029995663981	2.54479e-4
ARHGEF2	60.0615	42.0757	-0.513453232378	5e-5	4.301029995663981	2.54479e-4
ARHGEF25	5.7066	8.72926	0.613227916477	5e-5	4.301029995663981	2.54479e-4
ARID3B	14.6946	20.1598	0.456195238226	5e-5	4.301029995663981	2.54479e-4
ARIH2	31.8697	38.4233	0.269795992132	0.00215	2.6675615400843946	0.00722188
ARL13B	4.74105	6.29285	0.408506946333	5e-5	4.301029995663981	2.54479e-4
ARL15	33.5227	27.3717	-0.292453311586	0.00165	2.7825160557860937	0.00572304
ARL2BP	28.1127	22.9422	-0.293218277123	0.0021	2.677780705266081	0.00708616
ARL4A	30.1829	52.2032	0.790406817207	5e-5	4.301029995663981	2.54479e-4
ARL5A	47.3261	35.6411	-0.409094175066	5e-5	4.301029995663981	2.54479e-4
ARL5B	10.203	12.733	0.31957895828	9e-4	3.0457574905606752	0.00337628
ARL8B	79.879	66.887	-0.256090432593	0.003	2.5228787452803374	0.00969825
ARMCX3	11.2185	8.97872	-0.321298094236	7e-4	3.154901959985743	0.00272449
ARMCX6	22.8974	16.1892	-0.500152093911	5e-5	4.301029995663981	2.54479e-4
ARPC1A	84.9626	59.6075	-0.511334049278	5e-5	4.301029995663981	2.54479e-4
ARRB1	5.66963	7.40682	0.385599689383	5e-5	4.301029995663981	2.54479e-4
ARRDC4	19.2017	12.4355	-0.626769528076	5e-5	4.301029995663981	2.54479e-4
ARSB	1.15341	2.06252	0.838502673414	5e-5	4.301029995663981	2.54479e-4
ASAH1	32.1483	26.4684	-0.280471462591	0.00225	2.6478174818886377	0.00752557
ASAP1	6.99095	10.751	0.620910435939	5e-5	4.301029995663981	2.54479e-4
ASAP2	0.899859	1.21614	0.434538452354	5.5e-4	3.2596373105057563	0.0022
ASB7	4.10081	5.93226	0.532672928018	4.5e-4	3.3467874862246565	0.00184587
ASCC1	31.9656	19.3086	-0.7272766105	5e-5	4.301029995663981	2.54479e-4
ASH2L	105.249	76.3589	-0.462938300874	5e-5	4.301029995663981	2.54479e-4
ASIC3	2.11534	2.94802	0.478856744706	3.5e-4	3.4559319556497243	0.00148216
ASL	34.0141	27.3549	-0.31433363472	8.5e-4	3.070581074285707	0.00322143
ASNS	599.955	125.979	-2.25167103002	5e-5	4.301029995663981	2.54479e-4
ASPM	16.7692	23.5006	0.486883726488	5e-5	4.301029995663981	2.54479e-4
ASS1	21.8719	2.38092	-3.19948750064	5e-5	4.301029995663981	2.54479e-4
ASXL2	7.68062	10.0078	0.381830184566	5e-5	4.301029995663981	2.54479e-4
ATAD3A	55.3982	71.4148	0.366383988351	5e-5	4.301029995663981	2.54479e-4
ATAD3B	22.8365	37.6266	0.720411375782	5e-5	4.301029995663981	2.54479e-4
ATF4	315.747	251.559	-0.327872220935	3e-4	3.5228787452803374	0.00129577
ATF5	421.613	58.5391	-2.84844688112	5e-5	4.301029995663981	2.54479e-4
ATF6	20.5291	14.6742	-0.484388527362	5e-5	4.301029995663981	2.54479e-4
ATF6B	71.989	47.5595	-0.598042930075	5e-5	4.301029995663981	2.54479e-4
ATG13	25.6151	15.5268	-0.722233996269	5e-5	4.301029995663981	2.54479e-4
ATG2A	8.50637	10.9277	0.361374268653	5e-5	4.301029995663981	2.54479e-4
ATG4A	15.4989	10.8602	-0.51311515519	5e-5	4.301029995663981	2.54479e-4
ATG4B	17.1943	23.8916	0.474573089818	5e-5	4.301029995663981	2.54479e-4
ATG5	24.1529	30.0557	0.315442199407	5.5e-4	3.2596373105057563	0.0022
ATL2	25.5639	31.2395	0.289263413768	0.0021	2.677780705266081	0.00708616
ATL3	10.3256	7.62367	-0.437668039339	5e-5	4.301029995663981	2.54479e-4
ATM	3.21374	3.92934	0.290033791555	0.002	2.6989700043360187	0.00679805
ATP11C	11.0824	14.1836	0.355953410968	5e-5	4.301029995663981	2.54479e-4
ATP1A1	166.369	217.014	0.383401479638	5e-5	4.301029995663981	2.54479e-4
ATP1B2	1.86125	4.18142	1.16772111241	5e-5	4.301029995663981	2.54479e-4
ATP2A3	122.292	36.4577	-1.74603457555	5e-5	4.301029995663981	2.54479e-4
ATP2C1	10.7918	14.6258	0.438580022418	5e-5	4.301029995663981	2.54479e-4
ATP5D	193.564	149.02	-0.377304689895	5e-5	4.301029995663981	2.54479e-4
ATP5G1	223.82	178.339	-0.327716725014	3e-4	3.5228787452803374	0.00129577
ATP6AP2	42.8444	32.0095	-0.420606506801	5e-5	4.301029995663981	2.54479e-4
ATP6V0A2	11.0625	13.5624	0.293935044939	0.0016	2.795880017344075	0.00556961
ATP6V0E2	6.16351	9.28117	0.590554513464	5e-5	4.301029995663981	2.54479e-4
ATP6V1A	15.4675	19.8665	0.361097692818	5e-5	4.301029995663981	2.54479e-4
ATP6V1E2	2.05851	1.36485	-0.592858052602	1e-4	4	4.78506e-4
ATP6V1G1	90.828	69.1469	-0.393472539077	5e-5	4.301029995663981	2.54479e-4
ATP6V1H	21.9514	16.4763	-0.413920653714	5e-5	4.301029995663981	2.54479e-4
ATP7A	3.14971	4.15864	0.40089279799600003	5e-5	4.301029995663981	2.54479e-4
ATP8B2	7.39008	11.7766	0.672261194308	5e-5	4.301029995663981	2.54479e-4
ATR	3.84588	5.09364	0.405383250673	5e-5	4.301029995663981	2.54479e-4
ATRIP	5.34982	7.95112	0.57166774226	5e-5	4.301029995663981	2.54479e-4
ATRX	3.18816	4.05911	0.348439403145	2.5e-4	3.6020599913279625	0.00110334
ATXN2	9.12011	13.3409	0.548732866163	5e-5	4.301029995663981	2.54479e-4
AURKA	55.8034	70.2469	0.332081534992	3.5e-4	3.4559319556497243	0.00148216
AVL9	19.9588	15.2855	-0.384861238277	5e-5	4.301029995663981	2.54479e-4
AVPI1	6.24158	8.35757	0.421172252758	1e-4	4	4.78506e-4
AXL	1.37375	3.13184	1.18889102868	5e-5	4.301029995663981	2.54479e-4
AZU1	1.86134	0.943784	-0.979812989323	0.00125	2.9030899869919438	0.00452305
B3GNTL1	7.54649	5.55008	-0.443297211686	1e-4	4	4.78506e-4
B4GALNT4	5.08759	7.51689	0.563153480976	5e-5	4.301029995663981	2.54479e-4
B4GALT1	15.255	11.4441	-0.414678170635	5e-5	4.301029995663981	2.54479e-4
BACH1	13.3095	17.3429	0.381888785238	5e-5	4.301029995663981	2.54479e-4
BACH2	1.01635	1.31955	0.376648709948	4e-4	3.3979400086720375	0.00166802
BAIAP2	16.2586	28.2433	0.796705630865	5e-5	4.301029995663981	2.54479e-4
BAIAP2-AS1	6.1373	7.76579	0.339528588682	4e-4	3.3979400086720375	0.00166802
BAIAP2L1	13.8698	9.82532	-0.497370684151	5e-5	4.301029995663981	2.54479e-4
BAK1	15.5821	19.9449	0.356130211491	3e-4	3.5228787452803374	0.00129577
BAMBI	12.4088	21.0897	0.765174967431	5e-5	4.301029995663981	2.54479e-4
BATF2	2.48882	3.4967	0.490532131629	1e-4	4	4.78506e-4
BBC3	30.139	15.4138	-0.967408973014	5e-5	4.301029995663981	2.54479e-4
BBIP1	10.455	5.59833	-0.901124626079	5e-5	4.301029995663981	2.54479e-4
BBS1	5.50026	3.24473	-0.761401383265	5e-5	4.301029995663981	2.54479e-4
BBS4	24.52	18.0993	-0.438025077635	5e-5	4.301029995663981	2.54479e-4
BCAN	2.91621	3.77858	0.373749554105	5e-4	3.3010299956639813	0.00202581
BCAP29	23.22	18.4527	-0.331536045261	1.5e-4	3.8239087409443187	6.94213e-4
BCAS1	0.984267	1.46863	0.577349345047	5e-5	4.301029995663981	2.54479e-4
BCAS3	3.84383	1.11542	-1.78495748733	5e-5	4.301029995663981	2.54479e-4
BCAT1	36.1017	20.2017	-0.837590071263	5e-5	4.301029995663981	2.54479e-4
BCKDHA	37.2468	21.2392	-0.81038705771	5e-5	4.301029995663981	2.54479e-4
BCKDK	14.1675	17.5275	0.307035032394	0.0013	2.886056647693163	0.00467434
BCL7A	12.6398	8.51351	-0.570147673408	5e-5	4.301029995663981	2.54479e-4
BCL7C	76.8343	56.474	-0.444163676087	5e-5	4.301029995663981	2.54479e-4
BCL9	2.43197	1.57121	-0.630249415411	5e-5	4.301029995663981	2.54479e-4
BCLAF1	64.3658	49.1897	-0.387938076794	5e-5	4.301029995663981	2.54479e-4
BCOR	63.1432	45.2451	-0.480865817867	5e-5	4.301029995663981	2.54479e-4
BCORL1	5.34173	7.34022	0.458516247776	5e-5	4.301029995663981	2.54479e-4
BCR	14.671	19.6809	0.423828985196	5e-5	4.301029995663981	2.54479e-4
BDH2	3.09206	2.13613	-0.53356886554	5e-5	4.301029995663981	2.54479e-4
BECN1	34.6604	27.9179	-0.312097878781	6e-4	3.2218487496163566	0.00237728
BEND7	3.21351	4.12561	0.36045748573	0.0025	2.6020599913279625	0.00826923
BET1	15.941	9.01148	-0.82290616277	5e-5	4.301029995663981	2.54479e-4
BEX2	75.6555	10.1956	-2.8914982883399998	5e-5	4.301029995663981	2.54479e-4
BEX4	246.014	171.524	-0.520329962368	5e-5	4.301029995663981	2.54479e-4
BEX5	3.5653	0.816074	-2.12725159246	5e-5	4.301029995663981	2.54479e-4
BGLT3	14.9765	22.7048	0.600296822404	5e-5	4.301029995663981	2.54479e-4
BHLHA15	3.04329	1.02885	-1.56459915563	5e-5	4.301029995663981	2.54479e-4
BHLHE40	46.5914	69.9107	0.585449598562	5e-5	4.301029995663981	2.54479e-4
BHMG1	1.77329	0.962883	-0.880996078922	5e-5	4.301029995663981	2.54479e-4
BLACAT1	1.27169	2.70622	1.08953209926	5e-5	4.301029995663981	2.54479e-4
BLOC1S1	89.9441	72.8888	-0.303331500223	0.00165	2.7825160557860937	0.00572304
BLOC1S3	9.1764	5.91276	-0.634096560877	5e-5	4.301029995663981	2.54479e-4
BMS1	16.2567	24.5306	0.593548091751	5e-5	4.301029995663981	2.54479e-4
BOK	2.06736	3.69422	0.837480150435	5e-5	4.301029995663981	2.54479e-4
BOP1	58.9355	75.1281	0.350215708591	5e-5	4.301029995663981	2.54479e-4
BRCA1	27.3667	17.5695	-0.639348343396	5e-5	4.301029995663981	2.54479e-4
