name	logFC	Pval	logPval	FDR	avgCTRL	avgTRT
ACTR3B	0.49900185713	5e-5	4.301029995663981	2.54479e-4	7.48474	10.5777
ADAMTS14	0.621521844198	5e-5	4.301029995663981	2.54479e-4	5.99186	9.21846
ADAMTS3	0.674583234432	5e-5	4.301029995663981	2.54479e-4	6.6453	10.6068
ADAMTSL5	0.559456840957	5e-5	4.301029995663981	2.54479e-4	2.76595	4.07622
ADARB1	2.04945919818	5e-5	4.301029995663981	2.54479e-4	1.37677	5.69915
ADAT3	1.00614707707	6e-4	3.2218487496163566	0.00237728	4.10078	8.23658
ADCY3	0.543231761262	6.5e-4	3.1870866433571443	0.00255283	11.3546	16.5463
ADD2	0.594673347402	5e-5	4.301029995663981	2.54479e-4	19.2535	29.0753
ADGRE2	0.356972987176	0.00195	2.709965388637482	0.00664609	3.33641	4.27306
ADIPOR2	0.365985154957	5e-5	4.301029995663981	2.54479e-4	28.3878	36.5851
ADNP2	0.341056133099	1.5e-4	3.8239087409443187	6.94213e-4	13.4354	17.0184
AFF1	0.395334072964	5e-5	4.301029995663981	2.54479e-4	12.435	16.3551
AGAP3	0.367688718446	5e-5	4.301029995663981	2.54479e-4	38.3576	49.4922
AGAP6	0.413064103285	5e-5	4.301029995663981	2.54479e-4	14.0279	18.6783
AGFG1	0.276588405513	0.0024	2.619788758288394	0.00796364	8.95522	10.8477
AGL	0.369866034248	5e-5	4.301029995663981	2.54479e-4	7.27704	9.40363
AGO1	0.413056542717	5e-5	4.301029995663981	2.54479e-4	9.29926	12.382
AGPAT4	0.527595299319	5e-5	4.301029995663981	2.54479e-4	2.38356	3.43596
AGRN	0.767170124986	5e-5	4.301029995663981	2.54479e-4	19.3658	32.9592
AHDC1	0.686537132669	5e-5	4.301029995663981	2.54479e-4	5.12732	8.25199
AHI1	0.393364752394	5e-5	4.301029995663981	2.54479e-4	8.57739	11.266
AHNAK	0.758633485598	5e-5	4.301029995663981	2.54479e-4	15.2428	25.7891
AHSA1	0.395723406951	5e-5	4.301029995663981	2.54479e-4	54.178	71.2767
AK1	0.315044016864	0.0015	2.8239087409443187	0.00527859	11.9656	14.8858
AKAP8L	0.302359857565	7e-4	3.154901959985743	0.00272449	52.3482	64.5537
AKIRIN1	0.32795430128	1.5e-4	3.8239087409443187	6.94213e-4	69.9845	87.8468
AKR1C1	0.341943496208	5e-5	4.301029995663981	2.54479e-4	74.5696	94.5142
AKR1C3	2.09228964495	5e-5	4.301029995663981	2.54479e-4	5.31806	22.6775
ALAS2	1.40212901656	5e-5	4.301029995663981	2.54479e-4	21.681	57.301
ALDH4A1	0.459120464862	5e-5	4.301029995663981	2.54479e-4	12.0143	16.5161
ALDOC	0.626423531699	5e-5	4.301029995663981	2.54479e-4	34.9219	53.9101
ALKBH1	0.35118507157	0.00105	2.978810700930062	0.00387303	5.0533	6.44603
ALKBH5	0.409687009718	5e-5	4.301029995663981	2.54479e-4	22.6646	30.1076
ALKBH8	0.340983172854	0.00125	2.9030899869919438	0.00452305	3.99832	5.06435
AMD1	0.400732952232	5e-5	4.301029995663981	2.54479e-4	33.2196	43.8558
AMHR2	0.768231395423	5e-5	4.301029995663981	2.54479e-4	9.31563	15.8662
AMIGO2	0.571214352499	3e-4	3.5228787452803374	0.00129577	1.50144	2.2308
AMPD3	0.513207167427	5e-5	4.301029995663981	2.54479e-4	3.09279	4.41409
ANAPC1	0.508571158597	5e-5	4.301029995663981	2.54479e-4	15.6083	22.205
ANK1	0.378334358217	5e-5	4.301029995663981	2.54479e-4	30.1774	39.2258
ANK3	1.3796565098	5e-5	4.301029995663981	2.54479e-4	2.47467	6.43925
ANKIB1	0.39257100395	5e-5	4.301029995663981	2.54479e-4	5.5425	7.27581
ANKLE1	0.661263870961	5e-5	4.301029995663981	2.54479e-4	1.44481	2.28492
ANKRD10	0.54090808191	5e-5	4.301029995663981	2.54479e-4	24.9745	36.3351
ANKRD13B	0.742878383795	5e-5	4.301029995663981	2.54479e-4	3.29304	5.51094
ANKRD17	0.354753130474	5e-5	4.301029995663981	2.54479e-4	24.3745	31.1693
ANKRD20A12P	0.461231154305	5e-5	4.301029995663981	2.54479e-4	8.51243	11.7192
ANKRD32	0.33068666744	0.0011	2.958607314841775	0.00403848	5.17387	6.50672
ANKRD39	0.326690938961	0.00245	2.6108339156354674	0.00811668	14.5518	18.2499
ANKRD42	0.361835348319	0.00145	2.838631997765025	0.00512418	3.57897	4.59919
ANKRD50	0.453669507729	5e-5	4.301029995663981	2.54479e-4	3.44499	4.71798
ANKRD55	0.910061531906	5e-5	4.301029995663981	2.54479e-4	0.546733	1.02738
ANLN	0.369615547551	5e-5	4.301029995663981	2.54479e-4	20.7833	26.8522
AOC2	1.23544897633	5e-5	4.301029995663981	2.54479e-4	0.526318	1.23924
AP5S1	0.401708581112	2e-4	3.6989700043360187	9.03309e-4	5.53453	7.31151
APAF1	0.365324752723	0.00115	2.939302159646388	0.00420361	2.52544	3.2532
APOA1BP	0.581523677105	5e-5	4.301029995663981	2.54479e-4	63.4808	94.9945
APOE	0.740084726525	5e-5	4.301029995663981	2.54479e-4	46.1107	77.0175
APOL4	0.481454538497	5e-5	4.301029995663981	2.54479e-4	2.45283	3.42452
AQP1	0.469036118462	8e-4	3.0969100130080562	0.00305499	1.75257	2.42588
AQP3	1.52170767957	5e-5	4.301029995663981	2.54479e-4	8.54461	24.5342
ARAP3	0.66326772879	5e-5	4.301029995663981	2.54479e-4	2.80904	4.44858
AREG	1.96081590478	0.00125	2.9030899869919438	0.00452305	0.260834	1.01538
AREL1	0.531249445986	5e-5	4.301029995663981	2.54479e-4	7.99575	11.5553
ARHGAP11B	0.449950994505	4.5e-4	3.3467874862246565	0.00184587	5.60534	7.65686
ARHGAP17	0.380446738652	1e-4	4	4.78506e-4	11.9664	15.5772
ARHGAP21	0.648349461336	5e-5	4.301029995663981	2.54479e-4	19.0719	29.8928
ARHGAP25	0.669913637577	5e-5	4.301029995663981	2.54479e-4	11.1923	17.8067
ARHGAP27	0.413089956295	0.00295	2.530177984021837	0.00955383	1.23052	1.63848
ARHGAP35	0.276493321947	0.0024	2.619788758288394	0.00796364	8.07277	9.77812
ARHGAP39	0.372087049598	4.5e-4	3.3467874862246565	0.00184587	3.24345	4.19775
ARHGAP42	0.563313254923	1.5e-4	3.8239087409443187	6.94213e-4	0.85224	1.25932
ARHGAP5-AS1	0.874678646366	4.5e-4	3.3467874862246565	0.00184587	0.88127200000000006	1.6159
ARHGDIB	0.316947922945	8.5e-4	3.070581074285707	0.00322143	34.0971	42.4745
ARHGEF1	0.293281915547	8.5e-4	3.070581074285707	0.00322143	29.6986	36.3934
ARHGEF10	1.19214927075	5e-5	4.301029995663981	2.54479e-4	0.866539	1.97998
ARHGEF25	0.613227916477	5e-5	4.301029995663981	2.54479e-4	5.7066	8.72926
ARID3B	0.456195238226	5e-5	4.301029995663981	2.54479e-4	14.6946	20.1598
ARIH2	0.269795992132	0.00215	2.6675615400843946	0.00722188	31.8697	38.4233
ARL13B	0.408506946333	5e-5	4.301029995663981	2.54479e-4	4.74105	6.29285
ARL4A	0.790406817207	5e-5	4.301029995663981	2.54479e-4	30.1829	52.2032
ARL5B	0.31957895828	9e-4	3.0457574905606752	0.00337628	10.203	12.733
ARRB1	0.385599689383	5e-5	4.301029995663981	2.54479e-4	5.66963	7.40682
ARSB	0.838502673414	5e-5	4.301029995663981	2.54479e-4	1.15341	2.06252
ASAP1	0.620910435939	5e-5	4.301029995663981	2.54479e-4	6.99095	10.751
ASAP2	0.434538452354	5.5e-4	3.2596373105057563	0.0022	0.899859	1.21614
ASB7	0.532672928018	4.5e-4	3.3467874862246565	0.00184587	4.10081	5.93226
ASIC3	0.478856744706	3.5e-4	3.4559319556497243	0.00148216	2.11534	2.94802
ASPM	0.486883726488	5e-5	4.301029995663981	2.54479e-4	16.7692	23.5006
ASXL2	0.381830184566	5e-5	4.301029995663981	2.54479e-4	7.68062	10.0078
ATAD3A	0.366383988351	5e-5	4.301029995663981	2.54479e-4	55.3982	71.4148
ATAD3B	0.720411375782	5e-5	4.301029995663981	2.54479e-4	22.8365	37.6266
ATG2A	0.361374268653	5e-5	4.301029995663981	2.54479e-4	8.50637	10.9277
ATG4B	0.474573089818	5e-5	4.301029995663981	2.54479e-4	17.1943	23.8916
ATG5	0.315442199407	5.5e-4	3.2596373105057563	0.0022	24.1529	30.0557
ATL2	0.289263413768	0.0021	2.677780705266081	0.00708616	25.5639	31.2395
ATM	0.290033791555	0.002	2.6989700043360187	0.00679805	3.21374	3.92934
ATP11C	0.355953410968	5e-5	4.301029995663981	2.54479e-4	11.0824	14.1836
ATP1A1	0.383401479638	5e-5	4.301029995663981	2.54479e-4	166.369	217.014
ATP1B2	1.16772111241	5e-5	4.301029995663981	2.54479e-4	1.86125	4.18142
ATP2C1	0.438580022418	5e-5	4.301029995663981	2.54479e-4	10.7918	14.6258
ATP6V0A2	0.293935044939	0.0016	2.795880017344075	0.00556961	11.0625	13.5624
ATP6V0E2	0.590554513464	5e-5	4.301029995663981	2.54479e-4	6.16351	9.28117
ATP6V1A	0.361097692818	5e-5	4.301029995663981	2.54479e-4	15.4675	19.8665
ATP7A	0.40089279799600003	5e-5	4.301029995663981	2.54479e-4	3.14971	4.15864
ATP8B2	0.672261194308	5e-5	4.301029995663981	2.54479e-4	7.39008	11.7766
ATR	0.405383250673	5e-5	4.301029995663981	2.54479e-4	3.84588	5.09364
ATRIP	0.57166774226	5e-5	4.301029995663981	2.54479e-4	5.34982	7.95112
ATRX	0.348439403145	2.5e-4	3.6020599913279625	0.00110334	3.18816	4.05911
ATXN2	0.548732866163	5e-5	4.301029995663981	2.54479e-4	9.12011	13.3409
AURKA	0.332081534992	3.5e-4	3.4559319556497243	0.00148216	55.8034	70.2469
AVPI1	0.421172252758	1e-4	4	4.78506e-4	6.24158	8.35757
AXL	1.18889102868	5e-5	4.301029995663981	2.54479e-4	1.37375	3.13184
B4GALNT4	0.563153480976	5e-5	4.301029995663981	2.54479e-4	5.08759	7.51689
BACH1	0.381888785238	5e-5	4.301029995663981	2.54479e-4	13.3095	17.3429
BACH2	0.376648709948	4e-4	3.3979400086720375	0.00166802	1.01635	1.31955
BAIAP2	0.796705630865	5e-5	4.301029995663981	2.54479e-4	16.2586	28.2433
BAIAP2-AS1	0.339528588682	4e-4	3.3979400086720375	0.00166802	6.1373	7.76579
BAK1	0.356130211491	3e-4	3.5228787452803374	0.00129577	15.5821	19.9449
BAMBI	0.765174967431	5e-5	4.301029995663981	2.54479e-4	12.4088	21.0897
BATF2	0.490532131629	1e-4	4	4.78506e-4	2.48882	3.4967
BCAN	0.373749554105	5e-4	3.3010299956639813	0.00202581	2.91621	3.77858
BCAS1	0.577349345047	5e-5	4.301029995663981	2.54479e-4	0.984267	1.46863
BCKDK	0.307035032394	0.0013	2.886056647693163	0.00467434	14.1675	17.5275
BCORL1	0.458516247776	5e-5	4.301029995663981	2.54479e-4	5.34173	7.34022
BCR	0.423828985196	5e-5	4.301029995663981	2.54479e-4	14.671	19.6809
BEND7	0.36045748573	0.0025	2.6020599913279625	0.00826923	3.21351	4.12561
BGLT3	0.600296822404	5e-5	4.301029995663981	2.54479e-4	14.9765	22.7048
BHLHE40	0.585449598562	5e-5	4.301029995663981	2.54479e-4	46.5914	69.9107
BLACAT1	1.08953209926	5e-5	4.301029995663981	2.54479e-4	1.27169	2.70622
BMS1	0.593548091751	5e-5	4.301029995663981	2.54479e-4	16.2567	24.5306
BOK	0.837480150435	5e-5	4.301029995663981	2.54479e-4	2.06736	3.69422
BOP1	0.350215708591	5e-5	4.301029995663981	2.54479e-4	58.9355	75.1281
BRI3BP	0.751500632278	5e-5	4.301029995663981	2.54479e-4	5.34632	9.00076
BRIX1	0.310030187487	3.5e-4	3.4559319556497243	0.00148216	100.766	124.923
BST2	0.359673693702	2e-4	3.6989700043360187	9.03309e-4	64.5468	82.8223
BTBD2	0.414400960717	5e-5	4.301029995663981	2.54479e-4	14.7353	19.6384
BTBD3	0.470499754846	5e-5	4.301029995663981	2.54479e-4	3.13782	4.34773
BTG1	0.926777496502	5e-5	4.301029995663981	2.54479e-4	6.15226	11.6956
BTN2A2	0.756801287781	5e-5	4.301029995663981	2.54479e-4	3.5848	6.05738
BTNL9	0.392837453232	5e-5	4.301029995663981	2.54479e-4	21.0673	27.6608
BTRC	0.326062922814	8e-4	3.0969100130080562	0.00305499	3.66461	4.59391
BUB1	0.449815820938	5e-5	4.301029995663981	2.54479e-4	44.7224	61.0848
BUB1B	0.585782755758	5e-5	4.301029995663981	2.54479e-4	30.2434	45.3909
BYSL	0.30198169979	0.0011	2.958607314841775	0.00403848	25.1554	31.0125
C10orf12	0.632185993497	5e-5	4.301029995663981	2.54479e-4	2.0943	3.24598
C11orf30	0.4344982815	5e-5	4.301029995663981	2.54479e-4	3.60294	4.86916
C11orf96	1.83424036729	5e-5	4.301029995663981	2.54479e-4	1.90739	6.80144
C11orf98	0.385957633625	8.5e-4	3.070581074285707	0.00322143	108.282	141.495
C12orf29	0.394583814203	0.0018	2.744727494896694	0.006192	12.909	16.9697
C12orf66	0.701894199847	5e-5	4.301029995663981	2.54479e-4	1.693	2.7539
C14orf1	0.405993136307	5e-5	4.301029995663981	2.54479e-4	21.0298	27.8645
C14orf159	0.363623670436	0.0019	2.721246399047171	0.00649507	4.80301	6.17981
C14orf79	0.592876407229	5e-5	4.301029995663981	2.54479e-4	1.77133	2.67161
C15orf26	1.48315963271	5e-5	4.301029995663981	2.54479e-4	13.1279	36.7004
C16orf72	0.500149783273	5e-5	4.301029995663981	2.54479e-4	17.3115	24.4847
C17orf85	0.353745441874	3.5e-4	3.4559319556497243	0.00148216	5.12254	6.54596
C17orf99	0.398537061743	0.00285	2.54515513999149	0.00925623	4.72649	6.23032
C19orf25	0.613939420176	5e-5	4.301029995663981	2.54479e-4	12.9779	19.8618
C19orf26	0.622984385253	5e-5	4.301029995663981	2.54479e-4	1.74411	2.68603
C19orf66	0.389769995345	0.00185	2.7328282715969863	0.00633277	4.10388	5.37684
C19orf84	0.971987837503	5e-5	4.301029995663981	2.54479e-4	1.40567	2.75728
C1orf233	1.08836715214	5e-5	4.301029995663981	2.54479e-4	4.13536	8.79315
C20orf195	1.13303214982	0.0012	2.9208187539523753	0.00436604	0.531937	1.16664
C22orf29	0.324510647723	0.0014	2.853871964321762	0.00497972	16.0407	20.0868
C2orf44	0.382388356996	2e-4	3.6989700043360187	9.03309e-4	7.96572	10.3833
C2orf69	0.334135712692	0.00185	2.7328282715969863	0.00633277	3.28729	4.14403
C2orf88	0.339680773521	5e-5	4.301029995663981	2.54479e-4	20.8719	26.4129
C3AR1	0.61853422239	5e-5	4.301029995663981	2.54479e-4	1.9904	3.05589
C4orf48	0.636813622725	5e-5	4.301029995663981	2.54479e-4	25.9896	40.411
C5orf34	0.3396459054	0.0014	2.853871964321762	0.00497972	7.33185	9.27806
C6orf106	0.713847599217	5e-5	4.301029995663981	2.54479e-4	31.1327	51.063
C7orf13	0.859129015198	5e-5	4.301029995663981	2.54479e-4	9.06313	16.44
CA8	0.558674628348	5e-5	4.301029995663981	2.54479e-4	13.6517	20.1078
CACNB1	0.451305357946	0.00255	2.593459819566045	0.00841688	1.28056	1.75088
CACUL1	0.287251191266	0.00265	2.576754126063192	0.00870576	5.59554	6.82831
CAD	0.510697924984	5e-5	4.301029995663981	2.54479e-4	14.4305	20.5597
CALML4	0.346199919524	7.5e-4	3.1249387366083	0.00289398	4.93603	6.27472
CAMK2N1	0.721111045808	5e-5	4.301029995663981	2.54479e-4	0.907646	1.49621
CAMSAP2	0.618590207487	5e-5	4.301029995663981	2.54479e-4	1.94111	2.98033
CAPN15	0.367972176091	5e-5	4.301029995663981	2.54479e-4	17.9278	23.1365
CARD6	0.900023911012	5e-5	4.301029995663981	2.54479e-4	3.78759	7.06801
CASC5	0.294790784021	0.00105	2.978810700930062	0.00387303	13.2991	16.3141
CASS4	0.460645214637	5e-5	4.301029995663981	2.54479e-4	18.4399	25.3762
CAV2	0.725522615479	5e-5	4.301029995663981	2.54479e-4	11.3616	18.7864
CBFA2T2	0.452277359637	1e-4	4	4.78506e-4	2.6725	3.65651
CBL	0.495553864748	5e-5	4.301029995663981	2.54479e-4	9.72996	13.7179
CBLB	0.350453767462	0.001	3	0.0037115	2.03643	2.59637
CBR1	0.789891904023	5e-5	4.301029995663981	2.54479e-4	8.30975	14.3671
CCBL1	0.461929087326	1e-4	4	4.78506e-4	5.69555	7.84495
CCDC102A	0.709943397741	5e-5	4.301029995663981	2.54479e-4	1.79866	2.94214
CCDC116	0.538228317562	4e-4	3.3979400086720375	0.00166802	1.50977	2.19247
CCDC127	0.417801840697	5e-5	4.301029995663981	2.54479e-4	11.588	15.4803
CCDC138	0.417426951571	5e-5	4.301029995663981	2.54479e-4	11.3416	15.1472
CCDC150	0.312733604649	0.0025	2.6020599913279625	0.00826923	2.72979	3.39056
CCDC6	0.365333039918	5e-5	4.301029995663981	2.54479e-4	11.0591	14.2461
CCDC68	0.76856510144	5e-5	4.301029995663981	2.54479e-4	0.637307	1.0857
CCDC85B	0.634261232623	5e-5	4.301029995663981	2.54479e-4	37.0368	57.4864
CCDC86	0.717167357163	5e-5	4.301029995663981	2.54479e-4	20.3135	33.3944
CCDC88A	0.346042895179	5e-5	4.301029995663981	2.54479e-4	13.0568	16.5961
CCNB1	0.374260729657	5e-5	4.301029995663981	2.54479e-4	99.09	128.438
CCNG1	0.34729941433	1e-4	4	4.78506e-4	102.099	129.888
CCNH	0.470096275568	5e-5	4.301029995663981	2.54479e-4	48.0278	66.5282
CCNL1	0.273978006611	0.0029	2.537602002101044	0.00940889	24.9769	30.2005
CCT7	0.321728754436	1e-4	4	4.78506e-4	275.038	343.75
CD22	0.900456444947	5e-5	4.301029995663981	2.54479e-4	0.862944	1.61082
CD24	1.01536337332	5e-5	4.301029995663981	2.54479e-4	6.3656	12.8675
CD276	0.769285149509	5e-5	4.301029995663981	2.54479e-4	1.91569	3.26515
CD2AP	0.280788403136	0.00145	2.838631997765025	0.00512418	20.8095	25.2806
CD44	1.47498717446	5e-5	4.301029995663981	2.54479e-4	1.80164	5.00822
CD46	0.345232788864	5e-5	4.301029995663981	2.54479e-4	49.1478	62.4352
CD47	0.33352609009900003	4e-4	3.3979400086720375	0.00166802	9.3291	11.7555
CD52	0.988325490133	5e-5	4.301029995663981	2.54479e-4	76.6921	152.148
CD53	0.471979728529	5e-5	4.301029995663981	2.54479e-4	37.7441	52.3515
CD59	0.412809620214	5e-5	4.301029995663981	2.54479e-4	23.1197	30.7787
CD69	0.437984852029	5e-5	4.301029995663981	2.54479e-4	24.4791	33.1621
CD82	0.808780781111	5e-5	4.301029995663981	2.54479e-4	1.44617	2.5333
CDC20	0.311459918336	5e-5	4.301029995663981	2.54479e-4	99.9208	123.998
CDC25B	0.389886973889	5e-5	4.301029995663981	2.54479e-4	14.9202	19.5498
CDC42BPB	0.535788227073	5e-5	4.301029995663981	2.54479e-4	7.94394	11.5166
CDC42EP2	0.396945037982	1e-4	4	4.78506e-4	4.36532	5.74789
CDC42EP3	0.434309148966	1e-4	4	4.78506e-4	1.40154	1.89385
CDC42EP4	0.522515049944	5e-5	4.301029995663981	2.54479e-4	9.60314	13.7945
CDC7	0.323499424431	1e-4	4	4.78506e-4	26.8684	33.6221
CDC73	0.298301131398	9e-4	3.0457574905606752	0.00337628	12.48	15.3466
CDCA7L	0.37014640767	0.00235	2.6289321377282637	0.00781425	2.04377	2.64154
CDCP1	0.434493084996	5e-5	4.301029995663981	2.54479e-4	9.9415	13.4353
CDH24	0.636372621311	5e-5	4.301029995663981	2.54479e-4	4.95011	7.69453
CDK12	0.478379601253	5e-5	4.301029995663981	2.54479e-4	18.8332	26.238
CDK2AP1	0.506440353399	5e-5	4.301029995663981	2.54479e-4	45.6845	64.8967
CDK8	0.366621868738	1.5e-4	3.8239087409443187	6.94213e-4	15.8542	20.4413
CDKL1	0.707089648786	1.5e-4	3.8239087409443187	6.94213e-4	1.62953	2.66022
CDR2L	1.2778277517	5e-5	4.301029995663981	2.54479e-4	4.74464	11.5045
CDYL	0.384516152794	1e-4	4	4.78506e-4	16.8557	22.0038
CENPE	0.447306977522	5e-5	4.301029995663981	2.54479e-4	14.934	20.3624
CENPI	0.420207965072	1.5e-4	3.8239087409443187	6.94213e-4	4.03167	5.39486
CENPN	0.358355552701	0.00285	2.54515513999149	0.00925623	67.4622	86.4841
CEP170	0.350487954607	5e-5	4.301029995663981	2.54479e-4	16.1343	20.5711
CEP192	0.547079918242	5e-5	4.301029995663981	2.54479e-4	9.13255	13.3438
CEP83	0.479437089238	5e-5	4.301029995663981	2.54479e-4	4.97446	6.93539
CEP83-AS1	0.544299571792	0.0014	2.853871964321762	0.00497972	0.924994	1.34893
CEP85L	0.429413628163	5e-5	4.301029995663981	2.54479e-4	4.31895	5.81627
CERK	0.413910710059	1e-4	4	4.78506e-4	6.21537	8.28069
CERS1	1.59748553648	5e-5	4.301029995663981	2.54479e-4	0.479004	1.44954
CERS6	0.579385060753	5e-5	4.301029995663981	2.54479e-4	2.49059	3.72147
CERS6-AS1	0.61133745338	2e-4	3.6989700043360187	9.03309e-4	3.76516	5.75194
CFAP45	0.529554489273	0.00155	2.8096683018297086	0.00543171	1.42896	2.06268
CHD4	0.294439135813	6e-4	3.2218487496163566	0.00237728	98.5243	120.831
CHD7	0.367917735153	5e-5	4.301029995663981	2.54479e-4	4.42399	5.70911
CHEK2	0.335255158306	7e-4	3.154901959985743	0.00272449	13.883	17.5148
CHERP	0.33561224642	2e-4	3.6989700043360187	9.03309e-4	25.1095	31.686
CHKA	0.39714876625	5e-5	4.301029995663981	2.54479e-4	14.6089	19.2385
CHML	0.7911613211	5e-5	4.301029995663981	2.54479e-4	22.4388	38.8296
CHMP7	0.352764158383	1.5e-4	3.8239087409443187	6.94213e-4	11.2507	14.3672
CHORDC1	0.936683919506	5e-5	4.301029995663981	2.54479e-4	11.1672	21.3754
CHST11	0.312324679681	6e-4	3.2218487496163566	0.00237728	8.38499	10.4117
CHTF18	0.414680139576	5e-5	4.301029995663981	2.54479e-4	15.9485	21.2594
CHUK	0.296246104109	0.002	2.6989700043360187	0.00679805	13.5537	16.6432
CIAO1	0.34871220445	2e-4	3.6989700043360187	9.03309e-4	23.8063	30.3155
CIC	0.284445388254	0.0019	2.721246399047171	0.00649507	14.8044	18.0309
CISH	0.545007750076	5e-5	4.301029995663981	2.54479e-4	26.2827	38.3472
CITED2	0.958795095199	5e-5	4.301029995663981	2.54479e-4	29.3177	56.9844
CKS2	0.352716398029	1.5e-4	3.8239087409443187	6.94213e-4	110.625	141.264
CLASRP	0.374322690416	5e-5	4.301029995663981	2.54479e-4	32.1506	41.6746
CLCN2	0.714312828483	5e-5	4.301029995663981	2.54479e-4	2.3719	3.89158
CLDN15	0.478372447485	5e-5	4.301029995663981	2.54479e-4	5.88235	8.19512
CLDND1	0.392278817768	1e-4	4	4.78506e-4	19.0415	24.9913
CLEC16A	0.32621238318	0.00225	2.6478174818886377	0.00752557	6.06848	7.60816
CLEC2B	0.662294770386	5e-5	4.301029995663981	2.54479e-4	1.94563	3.07915
CLIC2	0.392138918699	5e-5	4.301029995663981	2.54479e-4	27.404	35.9633
CLINT1	0.340297908053	2e-4	3.6989700043360187	9.03309e-4	26.0223	32.9447
CLIP2	1.0983407516200001	5e-5	4.301029995663981	2.54479e-4	1.71757	3.67746
CLK1	0.676261593663	5e-5	4.301029995663981	2.54479e-4	24.5011	39.1526
CLK3	1.05212216537	5e-5	4.301029995663981	2.54479e-4	13.9852	28.9994
CLK4	0.484508744273	5e-5	4.301029995663981	2.54479e-4	5.48376	7.67238
CLN8	0.356951251373	2.5e-4	3.6020599913279625	0.00110334	2.59062	3.31785
CLPB	0.616430152531	5e-5	4.301029995663981	2.54479e-4	8.05439	12.348
CLPTM1	0.422464532155	5e-5	4.301029995663981	2.54479e-4	34.0079	45.5779
CLSTN1	0.519329662097	5e-5	4.301029995663981	2.54479e-4	12.1397	17.3997
CLUH	0.605694444979	5e-5	4.301029995663981	2.54479e-4	20.5978	31.3439
CMBL	0.440100616392	5e-5	4.301029995663981	2.54479e-4	37.4268	50.7769
CNKSR1	0.710253239047	4.5e-4	3.3467874862246565	0.00184587	0.7143	1.16866
CNKSR3	0.746403167067	5e-5	4.301029995663981	2.54479e-4	6.11604	10.2603
CNN1	0.745043896191	5e-5	4.301029995663981	2.54479e-4	2.97338	4.98346
COL18A1	0.377016817622	5e-5	4.301029995663981	2.54479e-4	9.01164	11.703
COL1A2	1.47982909275	5e-5	4.301029995663981	2.54479e-4	1.32748	3.70255
COL4A2	0.893747825622	5e-5	4.301029995663981	2.54479e-4	0.595394	1.10624
COPB2	0.318387256404	2e-4	3.6989700043360187	9.03309e-4	60.4574	75.3865
COPRS	0.289842685877	0.00215	2.6675615400843946	0.00722188	50.0645	61.2042
COPS6	0.414761179488	5e-5	4.301029995663981	2.54479e-4	96.8608	129.123
COX10	0.493749475293	5e-5	4.301029995663981	2.54479e-4	7.2546	10.2152
CPEB4	0.397998541976	5e-5	4.301029995663981	2.54479e-4	5.94922	7.83916
CPNE1	0.713658353867	1.5e-4	3.8239087409443187	6.94213e-4	28.9313	47.4461
CPNE2	0.329812978952	9.5e-4	3.0222763947111524	0.003549	8.8717	11.1504
CPNE7	0.538365378806	5e-5	4.301029995663981	2.54479e-4	12.6201	18.3285
CPOX	0.485264483103	5e-5	4.301029995663981	2.54479e-4	9.76317	13.6669
CPSF1	0.302823927469	1.5e-4	3.8239087409443187	6.94213e-4	44.4586	54.8422
CRACR2A	0.353440311028	0.0012	2.9208187539523753	0.00436604	2.9795	3.80662
