name	logFC	Pval	logPval	FDR
ASNS	-2.22181908554219	3.7400497451884e-272	271.4271226213511	8.94245894074546e-269
GPT2	-2.15491589279672	4.64643826625752e-84	83.33287982862093	6.34836222549813e-82
MS4A3	-2.14428485491709	4.41058688764864e-100	99.35550361799048	8.60874550887175e-98
FKBP9P1	-2.09368352800423	3.04220327755875e-58	57.516811770107964	2.02053001017861e-56
CTH	-2.05672470640514	5.56522834064048e-41	40.25451701191405	2.21774349374523e-39
ALG1L13P	-1.99375310814163	4.68376909594115e-49	48.32940452325604	2.34531767715085e-47
INHBE	-1.98999775779126	1.01655836739941e-41	40.99286768056578	4.13717626630126e-40
CCPG1	-1.9899296578228	1.45307737246998e-113	112.83771126007078	3.30886475959592e-111
PSAT1	-1.9856619559038	8.75716669895478e-250	249.0576363831064	1.19647917584005e-246
NEBL	-1.96275324346084	1.61219041608126e-103	102.79258366490717	3.28063598710663e-101
TRIB3	-1.87979970050178	2.41221146146843e-225	224.61758462334637	1.92253253479034e-222
TCP11L2	-1.86892115938139	2.647498672653e-24	23.57716424895782	5.24237625367562e-23
MLXIPL	-1.84897738240864	3.12306774348184e-47	46.505418595244265	1.50095577380203e-45
BCAS3	-1.82102790805399	2.78095566439652e-28	27.55580593485444	6.7505228361138e-27
COLGALT2	-1.78839939668873	4.82259899150336e-235	234.31671884900862	4.61233367547381e-232
SH3BGR	-1.78722599718489	1.22433581468517e-92	91.91209944619224	2.12900867848163e-90
MILR1	-1.78717513402436	1.29372850345295e-42	41.888156853360805	5.52375866384999e-41
DNAJB9	-1.7855672146422	3.83988974071155e-67	66.41568124586372	3.30853202524011e-65
PCK2	-1.77257287116484	1.8746088697705e-121	120.72708933242697	4.98021089735695e-119
CT45A10	-1.76001210417459	1.93072322978564e-67	66.71427997810656	1.69407678620824e-65
ATP2A3	-1.75217220968062	1.00113718282903e-150	149.99950640837125	3.54625037650996e-148
GALM	-1.74521906560502	3.89233134533017e-113	112.40979019632678	8.6572690666832e-111
SERPINF1	-1.69048815201132	8.62412341355108e-118	117.06428503724074	2.11490041864622e-115
VSIR	-1.6889139941307	3.14125343679096e-37	36.50289702324504	1.09645795144047e-35
GAB2	-1.68650379077691	6.31474581430424e-179	178.19964412629105	3.35523494266699e-176
FICD	-1.68243783080032	7.6977302448331e-28	27.11363731215974	1.8268261057465e-26
COL6A3	-1.66722724448293	1.71972024710003e-9	8.76454219554724	1.00045039192608e-8
RWDD2A	-1.65467705028907	2.78521624513973e-30	29.555141080409438	7.4615709155508e-29
FAM129A	-1.65412775989438	3.37250688560853e-244	243.4720471549611	4.031831981745e-241
HSPA5	-1.64468613494458	1.31503353092119e-240	239.88106317332753	1.39744229885891e-237
TREML2	-1.64356681831447	3.55023319693614e-21	20.44974311939101	5.79427138148417e-20
WARS	-1.59101707868777	2.13613380973276e-295	294.6703715461152	1.02149918781421e-291
STC2	-1.58697686470795	3.48907177279602e-28	27.457290096700167	8.44797023671421e-27
SYTL1	-1.58519230997072	1.78308184197656e-25	24.748828722610913	3.73159622246473e-24
TES	-1.57743051679135	5.1162368655607e-170	169.2910493572691	2.22416769919193e-167
RAB27A	-1.55909522612946	6.2723505522933e-147	146.20256967757615	2.06857795455632e-144
CLGN	-1.55738265055756	1.3535498006721e-22	21.868525760758487	2.40173474835398e-21
SEL1L	-1.55550776713258	8.70281478308136e-149	148.06034025921485	2.97263287804965e-146
PABPC1L	-1.55207956986581	1.15429660372532e-118	117.9376825821594	2.90518229421816e-116
TSEN15	-1.55188012693573	5.75398303023834e-135	134.24003142327376	1.71972167816248e-132
FBXO25	-1.5427264427287	2.11979193647464e-51	50.67370676420115	1.15849657602534e-49
PAX6	-1.5297061402016	7.54369006520157e-27	26.12241616302494	1.69759651255501e-25
MFSD13A	-1.52659238127186	8.47193388781294e-39	38.072017441978716	3.10442818785605e-37
BEST1	-1.51718199181904	2.34959122103667e-14	13.629007689171013	2.20524930696709e-13
SNHG5	-1.51497132885517	2.86668432944725e-155	154.54262012760708	1.09667875707334e-152
SPAG6	-1.48660131289802	5.72515164223901e-45	44.2422130056666	2.61987322040067e-43
PSPH	-1.48159836338117	4.90531725647509e-73	72.30933289893015	5.39246600470434e-71
ITPKA	-1.47256211948279	7.46748666258809e-68	67.12682554440104	6.6128743000919e-66
XBP1	-1.46433054459099	7.06919614674003e-139	138.1506299679405	2.18096103056199e-136
SH3BP2	-1.46257871333663	9.65633998973124e-57	56.01518745158254	6.19820373569058e-55
PECR	-1.46082030008468	2.81492427581512e-15	14.550533283596996	2.86403572062721e-14
SLC7A5	-1.43657707281142	6.56454472402843e-204	203.1827953884928	4.82948505696984e-201
CYP2F2P	-1.43625939879569	1.62169739501765e-21	20.790030180910666	2.70207558988655e-20
DLX1	-1.43060821530433	2.11154539284646e-58	57.675399577913794	1.42217043219602e-56
DEUP1	-1.42969437562191	6.61676596954019e-52	51.17935422578178	3.67922963562107e-50
WDR31	-1.42930827232864	5.79394392370888e-16	15.23702571240144	6.25432050636024e-15
ACACB	-1.42905540322586	7.59269957834477e-21	20.11960378358689	1.20826254188501e-19
ARG2	-1.42183894532854	9.91191526301395e-71	70.00384241940063	9.67322016076178e-69
SYNE3	-1.40683621883384	5.5113011688586e-21	20.258745856004175	8.84422220729379e-20
GCAT	-1.39212925575724	2.26750143346311e-92	91.64445242971664	3.87256851957878e-90
LINC00662	-1.39139884226824	2.03007370773153e-57	56.692488193475974	1.32079081229554e-55
ERMARD	-1.37767746035062	1.16851139330968e-46	45.932367048759644	5.58782148280687e-45
WIPI1	-1.37078391054403	2.26307865538471e-45	44.64530035147792	1.05068370194657e-43
LRTOMT	-1.33972886044429	9.74784380387786e-14	13.011091438418111	8.76206561468871e-13
SRD5A3	-1.33768003321975	9.55846237707527e-46	45.01961196492682	4.45937239874868e-44
PDCD4	-1.33496098825479	3.85075246317499e-70	69.41445439810862	3.64639569879263e-68
SMIM14	-1.33336228985656	1.84046807229973e-13	12.735071712118058	1.61045165997023e-12
TCEA1	-1.33052049575044	2.93403247534635e-184	183.5325350834765	1.65065215260073e-181
PPM1M	-1.32676515256665	1.1285565898513e-18	17.947476658966405	1.54856746418046e-17
MOCOS	-1.31601219949042	6.32503811727896e-67	66.19893685290724	5.40113076371928e-65
NEK3	-1.3051442560036	8.84746994803324e-22	21.053180903844503	1.49236688858889e-20
ULBP1	-1.30428408408595	3.32541234037617e-13	12.478154495910626	2.8170277788625e-12
IDH1	-1.29911817166833	1.93679435568068e-107	106.71291648921084	4.20988664039318e-105
DNAJC12	-1.29810122708316	6.27350777903033e-55	54.20248955915389	3.7735741131224e-53
HYOU1	-1.29784217822235	1.07145649888313e-133	132.9700254566133	3.10527574403582e-131
ROGDI	-1.29692403284312	6.02218889629919e-52	51.220245626217185	3.36819968445646e-50
COL15A1	-1.29138555171258	1.56157335509634e-7	6.806437609919029	7.16645276782215e-7
FBXO4	-1.28729238273263	2.90565753253501e-42	41.53675557396603	1.21352439481069e-40
STAR	-1.28631091415469	6.17607006740781e-68	67.20928778558101	5.52036767520451e-66
SLC7A11	-1.28561115055922	7.20570937001809e-17	16.142323258386472	8.56091980308733e-16
CFD	-1.27801164098832	4.2921186372185e-18	17.36732828233114	5.669865006403e-17
ALDH2	-1.27429123613027	2.3940739073114302e-49	48.62086244664386	1.22443437698003e-47
AGA	-1.26916539414342	4.50702556362662e-39	38.346109978625165	1.6772448439893e-37
NBR2	-1.26888675350987	1.41413824432344e-29	28.849508132397624	3.64543916609896e-28
AC007405.3	-1.25886111182052	7.46912707819228e-31	30.126730151501402	2.06458761201824e-29
PYROXD1	-1.25720597748322	1.0398439005837e-32	31.983031851281375	3.05063406907437e-31
CYP2R1	-1.25236468126237	6.78356610022063e-55	54.16854193880358	4.05487663640688e-53
RTN4	-1.24120031894409	8.73142754192872e-195	194.05891474565314	5.21921081318789e-192
DTWD2	-1.23546253233294	1.95413016118458e-22	21.709046512059643	3.4418601955008e-21
HAX1	-1.22427748701285	1.68001732748784e-88	87.77468623899226	2.63404683935962e-86
TNFRSF10B	-1.22378590965969	2.89736605829892e-66	65.53799663180482	2.43073762996235e-64
FAM89A	-1.2228633813263	2.96654652329767e-63	62.52774883638669	2.26976407590551e-61
AC005332.9	-1.22013945946733	4.26543997139202e-16	15.370036165600139	4.68365876996478e-15
HSPA13	-1.20929911865736	1.07609351118397e-61	60.96814998738096	7.97810724105696e-60
RUNX2	-1.20105988923492	1.20197199418755e-19	18.92010565122804	1.76313806018553e-18
SEC11C	-1.18775152107742	2.57836870600983e-38	37.58865497855131	9.34072663040833e-37
RSL24D1	-1.18290189938656	1.02349114178298e-94	93.98991591176203	1.84691873207782e-92
CYP4V2	-1.17294303723152	5.14995222977372e-18	17.28819679939413	6.75639823395828e-17
RCSD1	-1.16826411016243	2.64904260503269e-99	98.57691105680968	5.06708869490653e-97
GFPT1	-1.16802997689817	1.0025890302827e-68	67.99887705148214	9.13215379583215e-67
ZNF204P	-1.16700108745302	7.6530153543706e-15	14.116167415337511	7.5373379174203e-14
LONP1	-1.14266647174072	8.06251909148567e-119	118.09352924397626	2.08405223218835e-116
COX7A2L	-1.13810385734059	2.44032489023304e-88	87.61255235044712	3.76439794357883e-86
MTHFD2	-1.137797136265	3.11229884983209e-73	72.50691870776156	3.46116583718536e-71
CDK2AP2	-1.13556274491717	1.05602668662514e-43	42.976325106700315	4.67585149577908e-42
AC010615.2	-1.13362931867211	2.39419622534204e-37	36.62084025823582	8.38757974328619e-36
EIF4EBP1	-1.12769984130604	8.31436580795671e-72	71.08017087171312	8.37037837761031e-70
NCOA7	-1.12607170794741	7.67206662601188e-38	37.115087634306676	2.74815150603661e-36
TMEM120B	-1.12400910355306	2.00834598256161e-31	30.697161468133633	5.66602388708532e-30
SSR2	-1.12084129356337	2.67479332893907e-75	74.57270976862175	3.11972236560649e-73
AL357060.3	-1.11906094803274	4.70030528043782e-15	14.32787393412727	4.67294383597789e-14
SMIM19	-1.10954496780236	2.85022753666289e-39	38.54512046842214	1.07321165986787e-37
AC104170.1	-1.1085972328609	2.17022851190463e-11	10.66349453516793	1.54665167569716e-10
ST6GALNAC1	-1.1059511095907	5.68979352378424e-59	58.24490349337789	3.9432742943096e-57
LINC00623	-1.10213558093389	5.75638669429839e-11	10.239850039342961	3.9521954303137e-10
CORO1A	-1.09856118069054	4.97554372799522e-17	16.30315945257355	5.96317045295066e-16
DLX2	-1.09160403114542	8.72789868940964e-13	12.059090303538609	7.17127345923658e-12
CCDC113	-1.08973357646602	1.14352299623327e-12	11.94175509731277	9.29987579589709e-12
SLC1A4	-1.08911861929863	1.7951774605192e-59	58.74589261320556	1.27178349869671e-57
TCAM1P	-1.08487229012289	1.34093324326922e-16	15.872592842432862	1.55450733801537e-15
RBCK1	-1.07888191521516	5.11065390060437e-44	43.29152352897377	2.27340901885489e-42
ANXA1	-1.07695854464392	9.24751179455717e-16	15.033975106099854	9.78354013309124e-15
CALCOCO2	-1.07418027628317	7.6186759944644e-72	71.11812049562351	7.75159757564442e-70
MYO18B	-1.07379294277163	5.30921222733246e-49	48.27496991407922	2.64465134073998e-47
PRSS16	-1.06804858474165	3.75989626633891e-23	22.424824136875014	6.94201696742574e-22
PPM1E	-1.06748268335542	2.61858304901108e-29	28.581933647786826	6.66067241509095e-28
SLC31A1	-1.0659110654464	3.65049592043528e-89	88.43764813256313	5.81889049717384e-87
EDF1	-1.06549103221587	4.22025484220827e-98	97.37466132315608	7.76202255978459e-96
SHMT2	-1.06231829485737	6.10824969294693e-117	116.2140832181689	1.46048250158361e-114
AAK1	-1.06170126150763	2.64927654797495e-56	55.57687270497543	1.6669526911074e-54
CARS	-1.05917735795908	3.02865701356311e-84	83.5187499064463	4.19798198227791e-82
FBXL13	-1.05865771179985	3.7433383018861e-43	42.42674092201646	1.61996776105152e-41
EFHD1	-1.05398664963375	1.10266596317139e-10	9.957556030916736	7.3439396042975e-10
CCDC28A	-1.05204151840103	7.13267735392043e-25	24.146747420810545	1.44527386044269e-23
CCDC26	-1.05143990966458	5.66046558008777e-39	38.247147846100205	2.09021979953511e-37
FPGT	-1.04337959061594	6.73764514156047e-20	19.171491866183704	1.01318927883466e-18
LZTFL1	-1.03821817249124	8.85945968091621e-36	35.05259276397661	2.94207890237092e-34
SESN2	-1.03793001196218	6.78665005652543e-13	12.168344543977561	5.61483746891083e-12
PMVK	-1.02565187546175	5.43721289155677e-12	11.264623662065743	4.1205629235221e-11
EMID1	-1.02318977297793	6.58367854716551e-12	11.181531382018193	4.94629235075341e-11
SUMF2	-1.02051942378393	2.685500207817e-70	69.57097480968068	2.59435595833957e-68
ERN1	-1.01917657614226	1.07319697264567e-37	36.96932056108874	3.82987158447133e-36
ZNF77	-1.013642486	6.94637463699341e-21	20.158241797703724	1.10725211713675e-19
NATD1	-1.00668208985244	4.890355924794e-17	16.310659531357203	5.8684271097528e-16
CTSF	-1.00605371327725	7.25632367875804e-10	9.139283353185657	4.41753530640623e-9
FNDC3B	-1.0026472361533	6.70323592840566e-48	47.17371549482356	3.2709055315955e-46
SLCO1A2	-0.992845503887695	5.2535791944945e-11	10.279544716633307	3.61736727258066e-10
MARS	-0.991182971237751	4.77726886652373e-85	84.32082031576883	6.92269688476257e-83
EPHX2	-0.98605025281077	5.39959206737638e-33	32.267639049358415	1.59881419604915e-31
IMMP2L	-0.984808710487343	3.74767717462009e-28	27.426237826354008	9.05120820658247e-27
MANF	-0.983742655432368	2.36119504505382e-30	29.62686813681288	6.36125898898443e-29
MTHFD1L	-0.980488653023613	1.62632694245857e-71	70.78879214322377	1.62022821642435e-69
CCDC18-AS1	-0.979770307277737	1.87936952226003e-27	26.725987820378197	4.32074281511898e-26
MYCL	-0.976190081848936	3.98294214158089e-21	20.399796002346548	6.48941373800334e-20
DERA	-0.974955318792202	1.80778823974139e-14	13.74285244316262	1.71185017078086e-13
MGST2	-0.969779582561095	4.51226053979033e-33	32.34560583195767	1.34022545970667e-31
TXNDC12	-0.968548001447123	3.00138968721978e-79	78.5226776140313	3.72795986604806e-77
ENOSF1	-0.967749936644532	2.40995772592432e-51	50.61799057549933	1.30219410682148e-49
RBM47	-0.960359925764851	2.00890990580033e-15	14.697039539753062	2.07935220119852e-14
SUPT3H	-0.953286609461025	4.40561098666747e-17	16.3559938534863	5.32683482635748e-16
PPP1R16B	-0.94696177453593	6.56890769416975e-25	24.18250684076497	1.33386482350402e-23
ADTRP	-0.946330397446855	4.98906925083011e-16	15.301980467789692	5.44075921493035e-15
FRA10AC1	-0.945035543573844	1.12920764225739e-17	16.947226191294703	1.43996558540662e-16
RBM3	-0.942953143112207	4.14648164493468e-103	102.38232025275151	8.26186467753234e-101
GARS	-0.942011781815994	4.11491376670241e-93	92.38563926155443	7.28796949347071e-91
FAM83A	-0.941944118429684	5.77012895527632e-59	58.23881448078897	3.97018081498293e-57
TMEM39A	-0.941095490691906	1.19001721832687e-33	32.924446754766926	3.63620596679815e-32
DTD1	-0.938914850698485	6.42301371486645e-36	35.19226115064907	2.14040777592274e-34
PYGB	-0.935846220905421	1.31492272393663e-41	40.88109976926855	5.32878005581776e-40
PRKAB2	-0.932984779025244	5.86659961709025e-27	26.231613550444283	1.32643401271516e-25
YPEL5	-0.929965855144759	1.2911729424354e-30	29.889015583515842	3.53833181130435e-29
PXK	-0.923387369696777	4.75642054656609e-21	20.32271975351118	7.71023832328104e-20
EVI5L	-0.921316738667596	3.6371709600328e-8	7.439236285072892	1.82029843337278e-7
SGPL1	-0.921149314693071	5.38378928185051e-24	23.26891194646618	1.04021334730542e-22
TMEM268	-0.919983451546692	1.3978932078059e-33	32.8545260052943	4.25778682785211e-32
VEGFA	-0.919219006823632	4.38481640938414e-72	71.3580485856641	4.60839386146702e-70
ST8SIA6-AS1	-0.918485768884932	6.62536445734328e-10	9.178790226453872	4.05146967199688e-9
SSR1	-0.918134261938299	3.2132659737993e-74	73.49305332481492	3.65853283016863e-72
OGT	-0.917404735501743	2.36784866910228e-90	89.62564605713237	3.83832282564308e-88
NKIRAS2	-0.917047960214257	2.05484545456677e-56	55.68722083595472	1.30149284287924e-54
BBC3	-0.914390102912547	3.69467282710859e-19	18.432424013472776	5.22719688142997e-18
HINT3	-0.907375829395899	7.25935089646105e-25	24.13910221052416	1.46783154278549e-23
MYDGF	-0.905734146268166	4.04529052031068e-32	31.39305028323908	1.16885675336107e-30
GLMP	-0.905303767463782	6.83197181309698e-19	18.16545393409916	9.5527746228742e-18
SLC22A23	-0.905192317592213	9.17709036318639e-26	25.03729499194827	1.95043760518921e-24
AP001157.1	-0.903802363345601	4.71661189305407e-10	9.326369858254935	2.93682787403445e-9
CCDC115	-0.903532811821061	3.26069776389658e-42	41.48668945435412	1.35588319190899e-40
CBS	-0.902662864580163	9.04013437699742e-37	36.043825113910174	3.09891918213632e-35
SDF2L1	-0.900330754864173	8.01287266026169e-42	41.09621175896683	3.28906069196321e-40
ANAPC16	-0.898561270725146	6.00927665482061e-66	65.2211778014958	4.91219845527387e-64
ERFE	-0.895058714488424	1.12698683187644e-10	9.948081158378747	7.50069732781233e-10
ETFDH	-0.894765953261522	2.06336120366749e-25	24.685424739536092	4.29934347535423e-24
LINC00467	-0.89323468760951	2.01064901586996e-20	19.696663734363213	3.12172843957473e-19
FMNL1	-0.892596252846623	2.64462168478616e-25	24.577636445353132	5.48658607229822e-24
ZFAND3	-0.892185150322069	1.82474781313738e-54	53.73879714815587	1.07727704227444e-52
GALC	-0.892093637131809	1.81919047773042e-15	14.740121825897301	1.8932249977164e-14
MT-RNR2	-0.889997254714441	1.91286284111445e-66	65.71831616927363	1.61899293915209e-64
HINT2	-0.889857784973257	1.3384190868297e-21	20.873407878646297	2.23787415147539e-20
TRAPPC6A	-0.887663324754009	2.31651269709608e-13	12.63516531503188	1.995957426579e-12
RNF187	-0.887380816674546	1.48842047090728e-53	52.82727436556468	8.62742629318622e-52
PCBD2	-0.883387777233495	4.31534720974888e-14	13.364984255519673	3.97227918325681e-13
PTRH1	-0.882678998034725	6.1119631132087e-9	8.213819275469385	3.34601117428323e-8
DNASE2	-0.88239213887182	7.79794136993577e-26	25.108020034447993	1.66844544210438e-24
PTPRH	-0.881469659805944	3.39802924484443e-43	42.46877288773304	1.47721598625873e-41
TMTC4	-0.881255878407937	2.21096056535268e-13	12.655419003419684	1.91536475063705e-12
MKNK2	-0.881169854244226	2.92981842406669e-63	62.5331592942771	2.25974059740111e-61
ALKBH7	-0.880268749606071	5.10926075883708e-18	17.291641931877503	6.71349324456445e-17
AC245297.1	-0.880069332919391	1.9709996633937801e-51	50.70531344988912	1.08337015981023e-49
ZNF117	-0.87983688493394	1.53361622385359e-10	9.814283305781519	1.00462366883121e-9
SLC43A1	-0.878289101970775	7.03259444586474e-23	22.15288442666472	1.27385858485323e-21
CBR4	-0.878118627227007	4.65824220300269e-19	18.33177793428718	6.5613296656138e-18
ALG2	-0.877108733497224	1.48761694335216e-30	29.82750888384732	4.04192285403978e-29
P4HB	-0.876449906183143	7.47103745025291e-58	57.126619086586786	4.89404124480951e-56
PLP2	-0.874642750175496	4.33502224898842e-33	32.363008669217045	1.29562977466641e-31
NCSTN	-0.872636136715435	5.92484852390134e-56	55.227322748452835	3.63238790273028e-54
AC007388.1	-0.870238181822012	2.43467687304143e-11	10.613558669589798	1.72611190613553e-10
PLD1	-0.869137483658306	2.05546647631297e-25	24.687089601963667	4.29224484267625e-24
EPRS	-0.868532993977895	1.90392579222776e-69	68.72034998276565	1.78521041930061e-67
RUNX1	-0.868281710558628	6.00457362948391e-52	51.221517825386215	3.36819968445646e-50
TMEM218	-0.867600399776868	1.26473608183783e-11	10.898000091215136	9.23353884480685e-11
MT-TL1	-0.865680866238903	2.00364725405058e-15	14.698178734453368	2.07615193258286e-14
TP53INP1	-0.864693812341269	3.45035955511626e-9	8.462135645603114	1.93999052234755e-8
WDR45	-0.86150219619869	4.93420919767436e-45	44.30678244149614	2.26878734454604e-43
TRNAU1AP	-0.859581269742753	1.1929623237044e-31	30.923373272059465	3.37558924967718e-30
MICALL1	-0.8568274860423	4.95534501453433e-30	29.304926102492107	1.30919667732062e-28
GPR160	-0.856469030707732	1.04708541826822e-10	9.980017888359955	6.99813063614061e-10
SEC24D	-0.855813459901688	5.66418795901463e-20	19.246862343558316	8.55802427172447e-19
TMEM144	-0.850322873294919	4.24768952695717e-7	6.371847234312868	1.8233798310511e-6
LRRC75A-AS1	-0.849041711269169	1.01768208830442e-72	71.99238786920768	1.09360803287005e-70
MAP1B	-0.848118208922217	6.6157078355913e-64	63.179423682444664	5.22914295368555e-62
CCDC163	-0.845534921984389	1.15073295345225e-9	8.939025449869971	6.83153939591392e-9
TATDN3	-0.843596838005869	2.15266265451253e-21	20.667024023480156	3.55579717232433e-20
TTC12	-0.841977600232553	1.37855080754359e-9	8.860577223008193	8.11351379898273e-9
BCAT1	-0.84076016206478	1.88098862831547e-48	47.72561383000771	9.22552576472266e-47
ALDH1A1	-0.839044007676873	2.01228183892319e-24	23.696311192345227	4.00113586433708e-23
SPRYD3	-0.83792794921384	6.29307283140244e-14	13.201137242018103	5.72119282885294e-13
SEC61A1	-0.837010005999605	3.7038716277942e-56	55.43134407390877	2.31528289204077e-54
RNF13	-0.836337486471694	2.20618217905371e-12	11.656358627847347	1.7380499473204e-11
GMPPB	-0.83293194064454	1.61376348269535e-16	15.792160116260314	1.85282520390136e-15
YARS	-0.830852360805088	3.91193309024002e-81	80.407608582	4.98849707667407e-79
GOT1	-0.830316114224765	2.41286322975808e-54	53.61746729485242	1.41574379935008e-52
MT-TI	-0.829274730373547	1.55627345212465e-8	7.80791409094873	8.12900016172589e-8
BRSK1	-0.826868948756114	5.19368176030723e-11	10.284524665021841	3.58645287765909e-10
CRELD2	-0.825355379505887	8.69018499432261e-15	14.060970978308717	8.49825452819033e-14
DYNC2LI1	-0.824337855139609	1.19344110764209e-18	17.92319900711983	1.6329142708854e-17
ERP29	-0.821346004842437	1.97000249589152e-59	58.70553322360936	1.38537528461077e-57
OSTC	-0.820077244813555	2.42473638367298e-63	62.61533547080994	1.88538038808524e-61
GCHFR	-0.819484041503644	5.16750433962463e-14	13.28671914998384	4.74299534588963e-13
BET1	-0.819202655043163	1.0832974525829e-23	22.96525227811308	2.04352205848182e-22
OPLAH	-0.817761344010796	6.97268674954856e-34	33.15659984519209	2.15118632492524e-32
GRB10	-0.816341297519917	4.2545940834868397e-57	56.371141868178924	2.74938769016676e-55
SOSTDC1	-0.814683572197244	7.57993297838262e-12	11.120334634374183	5.66363117228526e-11
NUDT17	-0.813009542305011	4.42497800975466e-9	8.354088883218346	2.45906389804146e-8
EIF2AK3	-0.811039141529207	9.07311425972911e-19	18.042243619922083	1.25216832294443e-17
GABPB2	-0.810676923424392	1.8234726171052e-11	10.739100754055384	1.31819290324974e-10
ERV3-1	-0.809419590776856	3.2122749941196e-6	5.493187283033276	1.20909652216943e-5
ZNF333	-0.806568394326521	8.20291477761342e-11	10.086031800432997	5.53653330508785e-10
GHITM	-0.806116013181805	6.35248746067752e-77	76.19705618354071	7.69053038910377e-75
CLIC4	-0.805344403341844	3.28170825119484e-39	38.48390003100022	1.2308336358599e-37
PQLC3	-0.804659174688467	2.25162811665666e-11	10.64750333683161	1.59989385644163e-10
ZNF432	-0.801871801847223	1.49602627299158e-12	11.82506077938929	1.1993290255567e-11
LSM11	-0.799559602442315	1.49418791067213e-18	17.82559478174673	2.02127484832648e-17
PVR	-0.799510961978752	3.45580859524051e-16	15.461450319530194	3.84318062847444e-15
SRPRB	-0.796956516159058	1.89073480328719e-33	32.72336938154407	5.74063100274245e-32
IGSF3	-0.790227650418129	3.06101621050101e-21	20.51413437046392	5.03016478302949e-20
GTPBP2	-0.789681419187015	2.56852587477562e-67	66.59031605492868	2.23321649694127e-65
SLC38A1	-0.788478556657469	3.54934045488143e-49	48.44985234086519	1.79607894764476e-47
SARS	-0.787994223764498	5.46036315737762e-73	72.26277847231351	5.93442195876813e-71
FIG4	-0.787523218169681	6.91517336706768e-8	7.16019692742495	3.32512408660811e-7
NFE2L1	-0.786724755041912	4.85459337474446e-52	51.31384714114225	2.7636506569081e-50
RPARP-AS1	-0.784932222708888	2.13729531461935e-19	18.67013546630169	3.07847776943065e-18
HADH	-0.783078654252255	9.46441655702088e-32	31.02390615337227	2.69397856998059e-30
ETHE1	-0.782568849248801	4.82478931384799e-7	6.316521646430237	2.05542472149854e-6
DNAJC19	-0.780405415992373	1.66459530727513e-26	25.778691334037678	3.68522905527299e-25
AC015813.1	-0.779408949493027	2.21486625673383e-13	12.65465249324052	1.91701184428981e-12
CYB561	-0.778916546385228	5.65765012467704e-16	15.247363913298322	6.12794629585631e-15
EPB41L2	-0.778854828337214	6.50798537843953e-42	41.18655343146815	2.68286086893947e-40
GPAT3	-0.778099764368531	1.43532382820708e-19	18.84305010524535	2.09259711783118e-18
TNFAIP3	-0.776885121704381	4.08531621257926e-20	19.388774322469793	6.22165035941211e-19
SLC7A1	-0.775770079868946	1.65045233803448e-39	38.782397012762026	6.26385958768322e-38
DDOST	-0.773643088747832	3.24597189075472e-66	65.48865524536714	2.69951957940679e-64
COG3	-0.77165976555728	1.35509603006218e-20	19.868029927041736	2.12545108550825e-19
